Latitude	Longitude	GUID	lastModified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
37.39700	34.58400	c375b2f0-fb75-43ab-b2c6-7f6b556f84f9	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Silene		PreservedSpecimen	Magnoliophyta	2930	odontopetala		Silene odontopetala Fenzl	TR	1999-07-27 00:00:00.0	ICBN	858a	Fenzl	Nigde	Caryophyllales	Asia	B
37.39700	34.58400	5f366d0e-bc37-48ca-a0fd-4c889b2a8dd0	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2930	erythrosepala		Minuartia erythrosepala var. erythrosepala	TR	1999-07-27 00:00:00.0	ICBN	858b		Nigde	Caryophyllales	Asia	B
37.39700	34.58400	e807009d-2509-4828-9ded-a084e7b97052	Thu Sep 18 14:05:37 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Sesleria		PreservedSpecimen	Magnoliophyta	2900	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-07-27 00:00:00.0	ICBN	859	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
37.07000	28.80000	08c0bbd2-578a-4813-88e5-201066afcd7b	Thu Sep 18 14:05:37 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Sedum		PreservedSpecimen	Magnoliophyta	2180	ursi		Sedum ursi t´Hart	TR	1999-06-21 00:00:00.0	ICBN	85a	t´Hart	Mugla	Rosales	Asia	B
37.07000	28.80000	f2d1fd5a-f2ad-47a1-83e0-832356ba1e7b	Thu Sep 18 14:05:37 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Muscari		PreservedSpecimen	Magnoliophyta	2180	tenuiflorum		Muscari tenuiflorum Tausch	TR	1999-06-21 00:00:00.0	ICBN	85b	Tausch	Mugla	Liliales	Asia	B
37.07000	28.80000	c9ea5e85-f9ab-4292-82d9-1f0dbc626be9	Thu Sep 18 14:05:37 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Salvia		PreservedSpecimen	Magnoliophyta	2180	caespitosa		Salvia caespitosa Benth.	TR	1999-06-21 00:00:00.0	ICBN	86	Benth.	Mugla	Lamiales	Asia	B
37.39700	34.58400	c3b78850-3405-4d02-8e91-dfea96cb64c7	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Scorzonera		PreservedSpecimen	Magnoliophyta	2900	rigida		Scorzonera rigida Aucher	TR	1999-07-27 00:00:00.0	ICBN	860	Aucher	Nigde	Asterales	Asia	B
37.39700	34.58400	c40ec3a1-4fc1-4221-9fe5-596f3c481a7a	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Scorzonera		PreservedSpecimen	Magnoliophyta	2750	rigida		Scorzonera rigida Aucher	TR	1999-07-28 00:00:00.0	ICBN	860x88	Aucher	Nigde	Asterales	Asia	B
37.39700	34.58400	d53e2434-66b0-4e42-aef2-de25b85b58e5	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Inula	Variety	PreservedSpecimen	Magnoliophyta	2900	acaulis		Inula acaulis var. acaulis	TR	1999-07-27 00:00:00.0	ICBN	861		Nigde	Asterales	Asia	B
37.39700	34.58400	695a27f5-cd85-4aeb-96e0-96c5cdaf341f	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Inula	Variety	PreservedSpecimen	Magnoliophyta	2700	acaulis		Inula acaulis var. acaulis	TR	1999-07-28 00:00:00.0	ICBN	861x86		Nigde	Asterales	Asia	B
37.39700	34.58400	0e1184f8-a921-4822-9da4-ba798e450b97	Thu Sep 18 14:05:37 CEST 2008	Rosaceae	BGBM	pulvinaris		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Potentilla	Subspecies	PreservedSpecimen	Magnoliophyta	2900	pulvinaris		Potentilla pulvinaris subsp. pulvinaris	TR	1999-07-27 00:00:00.0	ICBN	862		Nigde	Rosales	Asia	B
37.39700	34.58400	775257a7-580a-4e8d-aa4f-7bb649eac5a5	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM	umbellulifera		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2900	umbellulifera		Minuartia umbellulifera var. umbellulifera	TR	1999-07-27 00:00:00.0	ICBN	863		Nigde	Caryophyllales	Asia	B
37.39700	34.58400	0a610e53-fc95-4c60-bf8c-b397103194c9	Thu Sep 18 14:05:37 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	noch unbestimmt !!!		PreservedSpecimen		2880			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	864		Nigde		Asia	B
37.39700	34.58400	b922b144-c780-4a31-a378-d63f14d3a843	Thu Sep 18 14:05:37 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	noch unbestimmt !!!		PreservedSpecimen		2880			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	865		Nigde		Asia	B
37.39700	34.58400	f30071ae-b6e4-4f84-a62e-9d43ae97f5cc	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m	Silene		PreservedSpecimen	Magnoliophyta	2880	nuncupanda		Silene nuncupanda Coode & Cullen	TR	1999-07-27 00:00:00.0	ICBN	866	Coode & Cullen	Nigde	Caryophyllales	Asia	B
37.40400	34.55800	ea6b0313-b773-4d7c-8a3b-d7cc5b14da11	Thu Sep 18 14:05:37 CEST 2008	Plumbaginaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Acantholimon		PreservedSpecimen	Magnoliophyta	2900	lycaonicum		Acantholimon lycaonicum Boiss. & Heldr.	TR	1999-07-27 00:00:00.0	ICBN	867	Boiss. & Heldr.	Nigde	Plumbaginales	Asia	B
37.40400	34.55800	d7ac6589-0249-42e9-a798-59da35ee0c4f	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM	umbellulifera		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2900	umbellulifera		Minuartia umbellulifera var. umbellulifera	TR	1999-07-27 00:00:00.0	ICBN	868		Nigde	Caryophyllales	Asia	B
37.40400	34.55800	811ba2f2-70e8-4481-8824-13f0b7313ad9	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM	moschus		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m	Jurinella	Subspecies	PreservedSpecimen	Magnoliophyta	2900	moschus		Jurinella moschus subsp. moschus	TR	1999-07-27 00:00:00.0	ICBN	869		Nigde	Asterales	Asia	B
37.07000	28.80000	5f007c75-748e-448c-9b1f-a8562a3e11bb	Thu Sep 18 14:05:37 CEST 2008	Brassicaceae	BGBM	compactum		Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m	Aethionema	Subspecies	PreservedSpecimen	Magnoliophyta	2180	speciosum		Aethionema speciosum subsp. compactum Hartvig & Strid	TR	1999-06-21 00:00:00.0	ICBN	87	Hartvig & Strid	Mugla	Capparales	Asia	B
37.40400	34.55800	96fa6a3e-0986-40c3-a890-e004f9b24135	Thu Sep 18 14:05:37 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	870		Nigde		Asia	B
37.40400	34.55800	528e7ba0-3494-4462-a36f-8bbdbc932319	Thu Sep 18 14:05:37 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-07-27 00:00:00.0	ICBN	871		Nigde		Asia	B
37.39700	34.58400	bdb1ecd4-2951-4068-8192-38a2fc0d6158	Thu Sep 18 14:05:37 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Phleum		PreservedSpecimen	Magnoliophyta	2700	alpinum		Phleum alpinum L.	TR	1999-07-28 00:00:00.0	ICBN	872	L.	Nigde	Cyperales	Asia	B
37.39700	34.58400	af3ec069-5e42-42e8-a079-1f54ef50ade2	Thu Sep 18 14:05:37 CEST 2008	Polygonaceae	BGBM	carnea		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Persicaria	Subspecies	PreservedSpecimen	Magnoliophyta	2700	bistorta		Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet	TR	1999-07-28 00:00:00.0	ICBN	873	(C. Koch) Greuter & Burdet	Nigde	Polygonales	Asia	B
37.39700	34.58400	76933cd8-93f5-4e1a-9019-f6a26dc578a7	Thu Sep 18 14:05:37 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2700	demissus		Ranunculus demissus var. major Boiss.	TR	1999-07-28 00:00:00.0	ICBN	874	Boiss.	Nigde	Ranunculales	Asia	B
37.39700	34.58400	6e0ff615-938e-474a-8a52-5cf466f3c165	Thu Sep 18 14:05:37 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2700	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-28 00:00:00.0	ICBN	875	F.Herm.	Nigde	Cyperales	Asia	B
37.39700	34.58400	9253fa63-f9ca-409d-a09f-7deb19385a81	Thu Sep 18 14:05:37 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Scorzonera	Variety	PreservedSpecimen	Magnoliophyta	2700	cana		Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	TR	1999-07-28 00:00:00.0	ICBN	876	(Boiss.) D.F.Chamb.	Nigde	Asterales	Asia	B
37.39700	34.58400	32799453-0763-4ebd-a4ba-70ac0de968a8	Thu Sep 18 14:05:37 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Minuartia		PreservedSpecimen	Magnoliophyta	2700	verna s.l.		Minuartia verna s.l. (L.) Hiern	TR	1999-07-28 00:00:00.0	ICBN	877	(L.) Hiern	Nigde	Caryophyllales	Asia	B
37.39700	34.58400	c6f24f66-f07d-492d-b434-a808738d2064	Thu Sep 18 14:05:37 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Trifolium		PreservedSpecimen	Magnoliophyta	2700	spadiceum		Trifolium spadiceum L.	TR	1999-07-28 00:00:00.0	ICBN	878	L.	Nigde	Fabales	Asia	B
37.39700	34.58400	b649d005-09b1-47ca-913c-475e4a6d1e9d	Thu Sep 18 14:05:37 CEST 2008	Gentianaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Gentianella		PreservedSpecimen	Magnoliophyta	2700	holosteoides		Gentianella holosteoides (N.M.Pritchard) Greuter	TR	1999-07-28 00:00:00.0	ICBN	879	(N.M.Pritchard) Greuter	Nigde	Gentianales	Asia	B
37.07000	28.80000	12c30444-0379-4c08-b862-359dcf71b7a3	Thu Sep 18 14:05:38 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m	Teucrium		PreservedSpecimen	Magnoliophyta	1950	polium s.l.		Teucrium polium s.l. L.	TR	1999-06-21 00:00:00.0	ICBN	88	L.	Mugla	Lamiales	Asia	B
37.39700	34.58400	0282f260-714a-49eb-a1f8-1982cec32539	Thu Sep 18 14:05:38 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	noch unbestimmt !!!		PreservedSpecimen		2700			noch unbestimmt !!!	TR	1999-07-28 00:00:00.0	ICBN	880		Nigde		Asia	B
37.39700	34.58400	7603e7fb-eb84-410d-a857-4c58be241523	Thu Sep 18 14:05:38 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Sesleria		PreservedSpecimen	Magnoliophyta	2700	phleoides		Sesleria phleoides Steven ex R.Roem. & Schultes	TR	1999-07-28 00:00:00.0	ICBN	881	Steven ex R.Roem. & Schultes	Nigde	Cyperales	Asia	B
37.39700	34.58400	121c2154-b33b-4373-8776-da7d29cc0efd	Thu Sep 18 14:05:38 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2700	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-28 00:00:00.0	ICBN	882	F.Herm.	Nigde	Cyperales	Asia	B
37.39700	34.58400	301d3a79-ec24-4f8a-9664-2e877fff81b7	Thu Sep 18 14:05:38 CEST 2008	Plumbaginaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Acantholimon		PreservedSpecimen	Magnoliophyta	2700	lycaonicum		Acantholimon lycaonicum Boiss. & Heldr.	TR	1999-07-28 00:00:00.0	ICBN	883	Boiss. & Heldr.	Nigde	Plumbaginales	Asia	B
37.39700	34.58400	6ba2a4e1-076f-4a61-995c-36292934ef7d	Thu Sep 18 14:05:38 CEST 2008	Lamiaceae	BGBM	glareosa		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Ajuga	Subspecies	PreservedSpecimen	Magnoliophyta	2700	chamaepitys		Ajuga chamaepitys subsp. glareosa P.H. Davis	TR	1999-07-28 00:00:00.0	ICBN	884	P.H. Davis	Nigde	Lamiales	Asia	B
37.39700	34.58400	875e4422-7ec7-4f41-be81-c9de5769572e	Thu Sep 18 14:05:38 CEST 2008	Dipsacaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2760m	Scabiosa		PreservedSpecimen	Magnoliophyta	2760	ochroleuca		Scabiosa ochroleuca L.	TR	1999-07-28 00:00:00.0	ICBN	885	L.	Nigde	Dipsacales	Asia	B
37.39700	34.58400	25b3591e-ddeb-4ac7-aabd-2caf1fd61fcd	Thu Sep 18 14:05:38 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Arenaria	Variety	PreservedSpecimen	Magnoliophyta	2700	ledebouriana		Arenaria ledebouriana var. ledebouriana	TR	1999-07-28 00:00:00.0	ICBN	886		Nigde	Caryophyllales	Asia	B
37.39700	34.58400	d5166e98-8823-4b08-8e5d-fe14812d2a5c	Thu Sep 18 14:05:38 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2700	demissus		Ranunculus demissus var. major Boiss.	TR	1999-07-28 00:00:00.0	ICBN	887	Boiss.	Nigde	Ranunculales	Asia	B
37.39700	34.58400	bd0138e0-858a-45c7-816e-2d0928466601	Thu Sep 18 14:05:38 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Taraxacum		PreservedSpecimen	Magnoliophyta	2700	sintenisii		Taraxacum sintenisii Dahlst.	TR	1999-07-28 00:00:00.0	ICBN	888	Dahlst.	Nigde	Asterales	Asia	B
37.39700	34.58400	d615b5dd-a9d5-48da-8e21-a7c92ed75405	Thu Sep 18 14:05:38 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Astragalus		PreservedSpecimen	Magnoliophyta	2700	depressus		Astragalus depressus L.	TR	1999-07-28 00:00:00.0	ICBN	889	L.	Nigde	Fabales	Asia	B
37.07000	28.80000	37ea0137-babc-4565-8673-7a012148d474	Thu Sep 18 14:05:38 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m	Scilla		PreservedSpecimen	Magnoliophyta	2150	pleiophylla		Scilla pleiophylla Speta	TR	1999-06-21 00:00:00.0	ICBN	89	Speta	Mugla	Liliales	Asia	B
37.39700	34.58400	7356f31b-e35d-40cb-beb5-1e1f76b06152	Thu Sep 18 14:05:38 CEST 2008	Rosaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Alchemilla		PreservedSpecimen	Magnoliophyta	2700	paracompactilis		Alchemilla paracompactilis Ponert	TR	1999-07-28 00:00:00.0	ICBN	890	Ponert	Nigde	Rosales	Asia	B
37.39700	34.58400	24b6af1f-1e8f-4cd2-ab92-5bd914d0259f	Thu Sep 18 14:05:38 CEST 2008	Rubiaceae	BGBM	grandiflora		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Asperula	Subspecies	PreservedSpecimen	Magnoliophyta	2700	stricta		Asperula stricta subsp. grandiflora Schönb.-Tem.	TR	1999-07-28 00:00:00.0	ICBN	891	Schönb.-Tem.	Nigde	Rubiales	Asia	B
37.39700	34.58400	b34a0d48-8d93-4bb2-833d-58b9bd5299cf	Thu Sep 18 14:05:38 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Scorzonera	Variety	PreservedSpecimen	Magnoliophyta	2700	cana		Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	TR	1999-07-28 00:00:00.0	ICBN	892	(Boiss.) D.F.Chamb.	Nigde	Asterales	Asia	B
37.39700	34.58400	38005b01-cf8e-4fdb-b537-ed8e9a4c9288	Thu Sep 18 14:05:38 CEST 2008	Hypericaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Hypericum		PreservedSpecimen	Magnoliophyta	2700	linarioides		Hypericum linarioides Bosse	TR	1999-07-28 00:00:00.0	ICBN	893	Bosse	Nigde	Malpighiales	Asia	B
37.39700	34.58400	391112ff-1122-4ca1-bcd4-aab7d88ea01f	Thu Sep 18 14:05:38 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2700	erythrosepala		Minuartia erythrosepala var. erythrosepala	TR	1999-07-28 00:00:00.0	ICBN	894		Nigde	Caryophyllales	Asia	B
37.39700	34.58400	e7dd0d5b-a89e-49f9-a635-f0bd9ecb9620	Thu Sep 18 14:05:38 CEST 2008	Caryophyllaceae	BGBM	umbellulifera		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Minuartia	Variety	PreservedSpecimen	Magnoliophyta	2750	umbellulifera		Minuartia umbellulifera var. umbellulifera	TR	1999-07-28 00:00:00.0	ICBN	895		Nigde	Caryophyllales	Asia	B
37.39700	34.58400	1b13c85d-c3da-48e4-a7b1-871abc72950e	Thu Sep 18 14:05:38 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Silene		PreservedSpecimen	Magnoliophyta	2750	odontopetala		Silene odontopetala Fenzl	TR	1999-07-28 00:00:00.0	ICBN	896	Fenzl	Nigde	Caryophyllales	Asia	B
37.39700	34.58400	59875bef-d0f4-470d-b9ce-6991b32c5976	Thu Sep 18 14:05:38 CEST 2008	Linaceae	BGBM	pseudoanatolicum		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Linum	Subspecies	PreservedSpecimen	Magnoliophyta	2750	hirsutum		Linum hirsutum subsp. pseudoanatolicum P.H. Davis	TR	1999-07-28 00:00:00.0	ICBN	897	P.H. Davis	Nigde	Linales	Asia	B
37.39700	34.58400	b0e1faa5-46e4-43a2-88b0-2341d179e486	Thu Sep 18 14:05:38 CEST 2008	Lamiaceae	BGBM	citrina		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Stachys	Subspecies	PreservedSpecimen	Magnoliophyta	2750	citrina		Stachys citrina subsp. citrina	TR	1999-07-28 00:00:00.0	ICBN	898		Nigde	Lamiales	Asia	B
37.39700	34.58400	c6ea53f5-bb2f-402f-bf8d-65dc16bd0462	Thu Sep 18 14:05:38 CEST 2008	Apiaceae	BGBM	microcarpum		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Bunium	Subspecies	PreservedSpecimen	Magnoliophyta	2750	microcarpum		Bunium microcarpum subsp. microcarpum	TR	1999-07-28 00:00:00.0	ICBN	899		Nigde	Apiales	Asia	B
37.07000	28.80000	25651bb6-8a3c-4ee8-840f-f3618a1d56a7	Thu Sep 18 14:05:39 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, 740m	noch unbestimmt !!!		PreservedSpecimen		740			noch unbestimmt !!!	TR	1999-06-19 00:00:00.0	ICBN	9		Mugla		Asia	B
37.07000	28.80000	c1728f96-aed0-44a0-abcc-56878640a647	Thu Sep 18 14:05:39 CEST 2008	Lamiaceae	BGBM	chaubardii		Markus Döring	Plantae	Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m	Thymus	Variety	PreservedSpecimen	Magnoliophyta	1950	longicaulis		Thymus longicaulis var. alternatus Jalas	TR	1999-06-21 00:00:00.0	ICBN	90	Jalas	Mugla	Lamiales	Asia	B
37.39700	34.58400	8ee2a050-7268-4f7c-97b4-abb612be6e19	Thu Sep 18 14:05:39 CEST 2008	Poaceae	BGBM	fallax		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Poa	Subspecies	PreservedSpecimen	Magnoliophyta	2750	alpina		Poa alpina subsp. fallax F.Herm.	TR	1999-07-28 00:00:00.0	ICBN	900	F.Herm.	Nigde	Cyperales	Asia	B
37.39700	34.58400	99fb1497-8b24-455e-b202-22fec77f34b1	Thu Sep 18 14:05:39 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Allium		PreservedSpecimen	Magnoliophyta	2750	tauricola		Allium tauricola Boiss.	TR	1999-07-28 00:00:00.0	ICBN	901	Boiss.	Nigde	Liliales	Asia	B
37.39700	34.58400	64755c19-7be1-480a-9347-296196eee03e	Thu Sep 18 14:05:39 CEST 2008	Campanulaceae	BGBM	limonifolium		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Asyneuma	Subspecies	PreservedSpecimen	Magnoliophyta	2750	limonifolium		Asyneuma limonifolium subsp. limonifolium	TR	1999-07-28 00:00:00.0	ICBN	902		Nigde	Campanulales	Asia	B
37.39700	34.58400	26491278-7344-4377-82a6-cfd7ca5de149	Thu Sep 18 14:05:39 CEST 2008	Poaceae	BGBM	epilosa		Markus Döring	Plantae	d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m	Stipa	Subspecies	PreservedSpecimen	Magnoliophyta	2750	pulcherrima		Stipa pulcherrima subsp. epilosa (Martinovsky) Tzvelev.	TR	1999-07-28 00:00:00.0	ICBN	903	(Martinovsky) Tzvelev.	Nigde	Cyperales	Asia	B
