ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	County	Collector	Kingdom	Locality	Genus	MaximumDepthInMeters	BasisOfRecord	Phylum	MinimumDepthInMeters	MinimumElevationInMeters	Class	ScientificName	NomenclaturalCode	Country	MaximumElevationInMeters	EarliestDateCollected	CatalogNumber	StateProvince	Order	Continent	CollectionCode
8322	3cb93b7a-916a-4e02-8a2c-e8d6bc8cf27e	http://localhost:8080/data/2/3cb93b7a-916a-4e02-8a2c-e8d6bc8cf27e/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Jane Fršhlich		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		22.3.94 0:00	3824-1				HKU(M)
8323	57ded2fb-59c2-4dc3-a73b-3ebf585e7927	http://localhost:8080/data/2/57ded2fb-59c2-4dc3-a73b-3ebf585e7927/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Jane Fršhlich		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		22.3.94 0:00	3831-1				HKU(M)
8324	f7b94eb4-c497-449e-9252-7fb964f47023	http://localhost:8080/data/2/f7b94eb4-c497-449e-9252-7fb964f47023/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3833-1				HKU(M)
8325	3c44b227-8697-41e8-98c3-cc547e5d5a3f	http://localhost:8080/data/2/3c44b227-8697-41e8-98c3-cc547e5d5a3f/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Helicomyces torquatus L.C. Lane & Shearer	ICZN	AU		17.4.95 0:00	3836-1				HKU(M)
8326	c7d3b67d-99fe-4e1f-869d-5e6cb671d2e6	http://localhost:8080/data/2/c7d3b67d-99fe-4e1f-869d-5e6cb671d2e6/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3836-2				HKU(M)
8327	82e4dba9-a54c-442b-a007-8a26e3e453c2	http://localhost:8080/data/2/82e4dba9-a54c-442b-a007-8a26e3e453c2/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3837-1				HKU(M)
8328	baaf2661-699f-4a82-af55-b88a9d7c7791	http://localhost:8080/data/2/baaf2661-699f-4a82-af55-b88a9d7c7791/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Catabotrys deciduum (Berk. & Broome) Seaver & Waterston.	ICZN	AU		16.4.95 0:00	3838				HKU(M)
8329	35086de9-4b16-4b56-9b06-2364ab070039	http://localhost:8080/data/2/35086de9-4b16-4b56-9b06-2364ab070039/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Helicomyces torquatus L.C. Lane & Shearer	ICZN	AU		17.4.95 0:00	3840-1				HKU(M)
8330	96781b6f-2a39-48ff-8f03-48f2bcee3e44	http://localhost:8080/data/2/96781b6f-2a39-48ff-8f03-48f2bcee3e44/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Helicomyces torquatus L.C. Lane & Shearer	ICZN	AU		17.4.95 0:00	3840-2				HKU(M)
8331	52222fad-477a-428c-b1a7-f063f57d3768	http://localhost:8080/data/2/52222fad-477a-428c-b1a7-f063f57d3768/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Diaporthe pardalota (Mont.) Fuckel	ICZN	AU		17.4.95 0:00	3842-1				HKU(M)
8332	049c1ed4-d266-4526-bd95-2d89e7479dae	http://localhost:8080/data/2/049c1ed4-d266-4526-bd95-2d89e7479dae/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3842-2				HKU(M)
8333	e4e94532-87e1-46ce-ad23-14c05d06608f	http://localhost:8080/data/2/e4e94532-87e1-46ce-ad23-14c05d06608f/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3844-1				HKU(M)
8334	18646715-8922-4fa0-929a-5b9de31c8522	http://localhost:8080/data/2/18646715-8922-4fa0-929a-5b9de31c8522/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor; E.B.G. Jones		MALAYSIA, Genting Highlands			Specimen					Endocalyx melanoxanthus (Berk. & Broome) Petch	ICZN	MY		21.9.94 0:00	3847				HKU(M)
8335	a0b89722-0bda-401b-9edd-a292d5af8a76	http://localhost:8080/data/2/a0b89722-0bda-401b-9edd-a292d5af8a76/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor; E.B.G. Jones		MALAYSIA, Genting Highlands			Specimen					Gyrothrix circinata (Berk. & M.A. Curtis) S. Hughes	ICZN	MY		21.9.94 0:00	3848				HKU(M)
8336	a72d3c76-b719-4ce2-9884-4a23bcb4db8f	http://localhost:8080/data/2/a72d3c76-b719-4ce2-9884-4a23bcb4db8f/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor; E.B.G. Jones		MALAYSIA, Genting Highlands			Specimen					Endocalyx melanoxanthus (Berk. & Broome) Petch	ICZN	MY		21.9.94 0:00	3849				HKU(M)
8337	523a540d-dba8-489e-8dce-28647af3f6c0	http://localhost:8080/data/2/523a540d-dba8-489e-8dce-28647af3f6c0/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor; E.B.G. Jones		MALAYSIA, Genting Highlands			Specimen					Gyrothrix circinata (Berk. & M.A. Curtis) S. Hughes	ICZN	MY		21.9.94 0:00	3851				HKU(M)
8338	0f341acb-3305-4a4b-a592-959f1c91876e	http://localhost:8080/data/2/0f341acb-3305-4a4b-a592-959f1c91876e/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Tai Ping	Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Tai Ping, Tai Ping Park			Specimen					Epicoccum purpurascens Ehrenhb. ex Schltdl.	ICZN	MY		20.9.94 0:00	3852				HKU(M)
8339	6b55020c-d676-43bd-8ba8-0aa805794dec	http://localhost:8080/data/2/6b55020c-d676-43bd-8ba8-0aa805794dec/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Tai Ping	Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Tai Ping, Tai Ping Park			Specimen					Curvularia sengalensis (Speg.) Subram.	ICZN	MY		20.9.94 0:00	3853-1				HKU(M)
8340	d00ff366-82db-4dda-99ff-e99c18816682	http://localhost:8080/data/2/d00ff366-82db-4dda-99ff-e99c18816682/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Tai Ping	Joanne E. Taylor; Ian C. Taylor		MALAYSIA, Tai Ping, Tai Ping Park			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	MY		20.9.94 0:00	3853-2				HKU(M)
8341	5251a4db-9a1b-492c-aa91-21cc897008e4	http://localhost:8080/data/2/5251a4db-9a1b-492c-aa91-21cc897008e4/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor		MALAYSIA, Malacca			Specimen					Diplodia mutila Fr. apud Mont.	ICZN	MY		24.9.94 0:00	3854				HKU(M)
8342	8e316e55-0a3a-432b-919d-2264672655a8	http://localhost:8080/data/2/8e316e55-0a3a-432b-919d-2264672655a8/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Cairns	Joanne E. Taylor; Kevin D. Hyde		AUSTRALIA, Queensland, Cairns, Cairns Botanical Garden			Specimen					Linocarpon australiense K.D. Hyde	ICZN	AU		17.4.95 0:00	3855-1				HKU(M)
8343	f3b44dd6-748c-46a4-a407-d3a1a3af2fbc	http://localhost:8080/data/2/f3b44dd6-748c-46a4-a407-d3a1a3af2fbc/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Conioscypha lignicola Hšhn.	ICZN	CN		15.2.94 0:00	3858-1				HKU(M)
8344	8358b4b0-de17-49b9-80d1-f3ad00211e3c	http://localhost:8080/data/2/8358b4b0-de17-49b9-80d1-f3ad00211e3c/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CN		15.2.94 0:00	3858-2				HKU(M)
8345	fe70cf13-f33d-486d-adc6-3408236965c8	http://localhost:8080/data/2/fe70cf13-f33d-486d-adc6-3408236965c8/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Joanne E. Taylor		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	CN		15.2.95 0:00	3860-1				HKU(M)
8346	83d42fd0-bf40-4643-aec9-5c9e513df756	http://localhost:8080/data/2/83d42fd0-bf40-4643-aec9-5c9e513df756/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrypella borassi Chona & Munjal	ICZN	CN		15.2.94 0:00	3860-2				HKU(M)
8347	c4c2a919-9203-467d-b403-8feb0ef650cd	http://localhost:8080/data/2/c4c2a919-9203-467d-b403-8feb0ef650cd/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Alternaria alternata (Fr.) Keissl.	ICZN	CN		15.2.94 0:00	3862-1				HKU(M)
8348	eeb5b334-49d6-43b5-ad96-5b6b524aa4af	http://localhost:8080/data/2/eeb5b334-49d6-43b5-ad96-5b6b524aa4af/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diaporthe palmarum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CN		15.2.95 0:00	3865-1				HKU(M)
8349	034cd529-24ec-401c-b4d3-9ca4aed89a15	http://localhost:8080/data/2/034cd529-24ec-401c-b4d3-9ca4aed89a15/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Joanne E. Taylor		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	CN		15.2.95 0:00	3866				HKU(M)
8350	898b0d28-16ae-432e-a5a8-df946483d2f4	http://localhost:8080/data/2/898b0d28-16ae-432e-a5a8-df946483d2f4/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Joanne E. Taylor		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	CN		15.2.95 0:00	3867-1				HKU(M)
8351	88afcd6e-bb70-45ac-9b6f-34e3a1d254a1	http://localhost:8080/data/2/88afcd6e-bb70-45ac-9b6f-34e3a1d254a1/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrypella borassi Chona & Munjal	ICZN	CN		15.2.94 0:00	3867-2				HKU(M)
8352	6ba5713d-6187-4a89-8ca9-d2ad410e5660	http://localhost:8080/data/2/6ba5713d-6187-4a89-8ca9-d2ad410e5660/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Acrocalymma medicaginis Alcorn & J.A.G. Irwin	ICZN	CN		15.2.94 0:00	3869-1				HKU(M)
8353	51b0534d-2053-41a0-b6ab-c6e74ecd0f3c	http://localhost:8080/data/2/51b0534d-2053-41a0-b6ab-c6e74ecd0f3c/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	CN		15.2.94 0:00	3869-2				HKU(M)
8354	636ff343-8f21-4b96-a1d9-5a8e6b585e3e	http://localhost:8080/data/2/636ff343-8f21-4b96-a1d9-5a8e6b585e3e/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Acrocalymma medicaginis Alcorn & J.A.G. Irwin	ICZN	CN		15.2.94 0:00	3872-1				HKU(M)
8355	bf9da5c3-f6d8-4dfd-afd7-31988a189b46	http://localhost:8080/data/2/bf9da5c3-f6d8-4dfd-afd7-31988a189b46/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Eutypella arecae (Syd & P. Syd). Rappaz	ICZN	CN		15.2.94 0:00	3872-2				HKU(M)
8356	a38fa9bd-1b52-4638-b078-8b6edeccf6f6	http://localhost:8080/data/2/a38fa9bd-1b52-4638-b078-8b6edeccf6f6/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diaporthe palmarum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CN		15.2.95 0:00	3873-1				HKU(M)
8357	e085bc48-4dc0-4521-915b-5771b6beb6d9	http://localhost:8080/data/2/e085bc48-4dc0-4521-915b-5771b6beb6d9/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diaporthe palmarum Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	CN		15.2.95 0:00	3874-1				HKU(M)
8358	3efa84fd-a824-4982-9c34-55dd09c2ea66	http://localhost:8080/data/2/3efa84fd-a824-4982-9c34-55dd09c2ea66/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrypella borassi Chona & Munjal	ICZN	CN		15.2.94 0:00	3874-2				HKU(M)
8359	0d48e113-9df0-4347-b3ee-f91995e461f1	http://localhost:8080/data/2/0d48e113-9df0-4347-b3ee-f91995e461f1/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Kang Ji Chuan		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrypella borassi Chona & Munjal	ICZN	CN		15.2.94 0:00	3874-3				HKU(M)
8360	f52034e1-5677-4381-a71c-e8b734a54895	http://localhost:8080/data/2/f52034e1-5677-4381-a71c-e8b734a54895/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU	Huaxi	Joanne E. Taylor		CHINA, Guizhou Province, Guiyang, Huaxi, Guizhou Agricultural University			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	CN		15.2.95 0:00	3875				HKU(M)
8361	e853a0f5-5551-42c2-be90-3b53df96d5fc	http://localhost:8080/data/2/e853a0f5-5551-42c2-be90-3b53df96d5fc/detail.html	Thu Sep 25 01:14:03 CEST 2008		HKU		Joanne E. Taylor; Kevin D. Hyde		HONG KONG, Hong Kong Island, Conduit Road			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	HK		27.6.94 0:00	3878				HKU(M)
8362	68e9cc54-0397-4283-be92-93587d896aac	http://localhost:8080/data/2/68e9cc54-0397-4283-be92-93587d896aac/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU		Joanne E. Taylor; Kevin D. Hyde		HONG KONG, Hong Kong Island, Conduit Road			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	HK		27.6.94 0:00	3879				HKU(M)
8363	db60ed0f-4783-4ad6-8766-25dd162ec478	http://localhost:8080/data/2/db60ed0f-4783-4ad6-8766-25dd162ec478/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU		Joanne E. Taylor; Kevin D. Hyde		HONG KONG, Hong Kong Island, Conduit Road			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	HK		27.6.94 0:00	3880				HKU(M)
8364	4d521f74-0f3d-42c6-a1ee-5340c1e4b3c1	http://localhost:8080/data/2/4d521f74-0f3d-42c6-a1ee-5340c1e4b3c1/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU		Joanne E. Taylor; Kevin D. Hyde		HONG KONG, Hong Kong Island, Conduit Road			Specimen					Linocarpon elaeidis Petr.	ICZN	HK		27.6.94 0:00	3883-1				HKU(M)
8365	405dc517-62b0-4035-a649-c427ef7b976e	http://localhost:8080/data/2/405dc517-62b0-4035-a649-c427ef7b976e/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU		Joanne E. Taylor; Kevin D. Hyde		HONG KONG, Hong Kong Island, Conduit Road			Specimen					Diatrype chlorosarca Berk. & Broome	ICZN	HK		27.6.94 0:00	3885				HKU(M)
8366	f297af59-35fe-4486-bc4c-3030ea26e9ca	http://localhost:8080/data/2/f297af59-35fe-4486-bc4c-3030ea26e9ca/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Central	Joanne E. Taylor; Jane Fršhlich		HONG KONG, Hong Kong Zoological and Botanical Gardens			Specimen					Diatrypella borassi Chona & Munjal	ICZN	HK		17.7.94 0:00	3888-1				HKU(M)
8367	c06f1b9e-b7bb-4b35-9c85-38290c2f319c	http://localhost:8080/data/2/c06f1b9e-b7bb-4b35-9c85-38290c2f319c/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Swansea	Joanne E. Taylor; Ian C. Taylor		UNITED KINGDOM, South Wales, Swansea, Singleton Park			Specimen					Botryosphaeria ribis Grossenb. & Duggar	ICZN	UK		10.6.94 0:00	3889				HKU(M)
8368	fad2f45b-291c-470c-ba1c-08c56b621055	http://localhost:8080/data/2/fad2f45b-291c-470c-ba1c-08c56b621055/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Swansea	Joanne E. Taylor; Ian C. Taylor		UNITED KINGDOM, South Wales, Swansea, Singleton Park			Specimen					Botryosphaeria ribis Grossenb. & Duggar	ICZN	UK		10.6.94 0:00	3890-1				HKU(M)
8369	d108a33e-1a86-464c-a069-31e04ec60436	http://localhost:8080/data/2/d108a33e-1a86-464c-a069-31e04ec60436/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Swansea	Joanne E. Taylor; Ian C. Taylor		UNITED KINGDOM, South Wales, Swansea, Singleton Park			Specimen					Diplodia sp. 1	ICZN	UK		10.6.94 0:00	3890-2				HKU(M)
8370	ed14ef2a-2c5a-4984-afca-303503aa3553	http://localhost:8080/data/2/ed14ef2a-2c5a-4984-afca-303503aa3553/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3891				HKU(M)
8371	095688fb-18c8-47e1-8006-ad1e0a661f5a	http://localhost:8080/data/2/095688fb-18c8-47e1-8006-ad1e0a661f5a/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3892-1				HKU(M)
8372	f2e0f604-5320-4bd7-8b9c-b6bd0adb1347	http://localhost:8080/data/2/f2e0f604-5320-4bd7-8b9c-b6bd0adb1347/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Hysterographium mori (Schwein.) Rehm	ICZN	AU		5.5.95 0:00	3892-2				HKU(M)
8373	29b17974-1bb9-4109-a660-a1c9f237b713	http://localhost:8080/data/2/29b17974-1bb9-4109-a660-a1c9f237b713/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3893				HKU(M)
8374	853b864a-40ef-4185-b0e5-0ef677232b68	http://localhost:8080/data/2/853b864a-40ef-4185-b0e5-0ef677232b68/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3894-1				HKU(M)
8375	5924a32c-d30e-4771-8133-4d814694d4c0	http://localhost:8080/data/2/5924a32c-d30e-4771-8133-4d814694d4c0/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Hysterographium mori (Schwein.) Rehm	ICZN	AU		5.5.95 0:00	3894-2				HKU(M)
8376	b1e3d3df-447a-42bd-aff5-32b1db3ebd81	http://localhost:8080/data/2/b1e3d3df-447a-42bd-aff5-32b1db3ebd81/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3895-1				HKU(M)
8377	bfc1ad10-0dff-4360-a007-6f158ae19c0a	http://localhost:8080/data/2/bfc1ad10-0dff-4360-a007-6f158ae19c0a/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3895-2				HKU(M)
8378	a3ade99b-42d1-4763-85e1-cd9c5e3931e4	http://localhost:8080/data/2/a3ade99b-42d1-4763-85e1-cd9c5e3931e4/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3896-1				HKU(M)
8379	09c456df-e533-4db1-b2a7-d79b5e583487	http://localhost:8080/data/2/09c456df-e533-4db1-b2a7-d79b5e583487/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Hysterographium mori (Schwein.) Rehm	ICZN	AU		5.5.95 0:00	3896-2				HKU(M)
8380	40417ad9-0c71-4fd7-b6f2-e3c0b4c0deed	http://localhost:8080/data/2/40417ad9-0c71-4fd7-b6f2-e3c0b4c0deed/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Anthostomella birima Joa.E. Taylor, K.D. Hyde & E.B.G. Jones	ICZN	AU		5.5.95 0:00	3897-1				HKU(M)
8381	f1c92ff4-8f60-4ff6-8822-e9afa8aabe12	http://localhost:8080/data/2/f1c92ff4-8f60-4ff6-8822-e9afa8aabe12/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3897-2				HKU(M)
8382	a2d521dc-d0e7-49f6-834f-118751145fbe	http://localhost:8080/data/2/a2d521dc-d0e7-49f6-834f-118751145fbe/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Lasiodiplodia theobromae (Pat.) Griff. & Maubl.	ICZN	AU		5.5.95 0:00	3897-3				HKU(M)
8383	1e2c2deb-2c71-460f-9bc0-d958fd324b2b	http://localhost:8080/data/2/1e2c2deb-2c71-460f-9bc0-d958fd324b2b/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Botryosphaeria ribis Grossenb. & Duggar	ICZN	AU		5.5.95 0:00	3898-1				HKU(M)
8384	b0140a9d-ee92-4841-9211-db008a9e2d45	http://localhost:8080/data/2/b0140a9d-ee92-4841-9211-db008a9e2d45/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Colletotrichum gloeosporioides (Penz.) Penz. & Sacc.	ICZN	AU		5.5.95 0:00	3898-2				HKU(M)
8385	0de348cb-190d-4a0d-bcee-10bcd1287f3a	http://localhost:8080/data/2/0de348cb-190d-4a0d-bcee-10bcd1287f3a/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Glomerella cingulata (Stoneman) Spauld. & H. Schrenk	ICZN	AU		5.5.95 0:00	3898-3				HKU(M)
8386	d928b058-0e0c-4014-8a8b-092823d775d9	http://localhost:8080/data/2/d928b058-0e0c-4014-8a8b-092823d775d9/detail.html	Thu Sep 25 01:14:04 CEST 2008		HKU	Sydney	Joanne E. Taylor		AUSTRALIA, Sydney, Vaucluse, Vaucluse House			Specimen					Fasciatispora petrakii (Mhaskar & V.G. Rao) K.D. Hyde	ICZN	AU		5.5.95 0:00	3899				HKU(M)
