"ID","NOMENCLATURAL_CODE","LOCALITY","SCIENTIFIC_NAME","COLLECTOR","ORDER","CATALOG_NUMBER","GENUS","EARLIEST_DATE_COLLECTED","INFRASPECIFIC_EPITHET","BASIS_OF_RECORD","CONTINENT","FAMILY","COUNTRY","KINGDOM","MINIMUM_ELEVATION_IN_METERS","STATE_PROVINCE","INSTITUTION_CODE","PHYLUM","DECIMAL_LATITUDE","IDENTIFIED_BY","CLASSS","COLLECTION_CODE","SPECIFIC_EPITHET","DECIMAL_LONGITUDE"
"162","ICBN","Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m","Swertia longifolia Boiss.","Markus Döring","Gentianales","1180","Swertia","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Gentianaceae","TR","Plantae","2800","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","longifolia","35.13600"
"163","ICBN","Aladaglari, lower Narpiz DeresiStaudenflur, Kürschner, 2800m","Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet","Markus Döring","Polygonales","1181","Persicaria","1999-08-06 00:00:00.0","carnea","PreservedSpecimen","Asia","Polygonaceae","TR","Plantae","2800","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","bistorta","35.13600"
"164","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arenaria ledebouriana var. ledebouriana","Markus Döring","Caryophyllales","1182","Arenaria","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","ledebouriana","35.13600"
"165","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Scutellaria orientalis subsp. pinnatifida J.R.Edm.","Markus Döring","Lamiales","1183","Scutellaria","1999-08-06 00:00:00.0","pinnatifida","PreservedSpecimen","Asia","Lamiaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","orientalis","35.13600"
"166","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arenaria kotschyana subsp. kotschyana","Markus Döring","Caryophyllales","1184","Arenaria","1999-08-06 00:00:00.0","kotschyana","PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","kotschyana","35.13600"
"167","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Minuartia umbellulifera var. umbellulifera","Markus Döring","Caryophyllales","1185a","Minuartia","1999-08-06 00:00:00.0","umbellulifera","PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","umbellulifera","35.13600"
"168","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Galium cilicicum Boiss.","Markus Döring","Rubiales","1185b","Galium","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","cilicicum","35.13600"
"169","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Prometheum aizoon (Fenzl) t´Hart","Markus Döring","Rosales","1186","Prometheum","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Crassulaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","aizoon","35.13600"
"170","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Anthyllis vulneraria subsp. boissieri (Sagorski) Bornm.","Markus Döring","Fabales","1187","Anthyllis","1999-08-06 00:00:00.0","boissieri","PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","vulneraria","35.13600"
"171","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Anchonium elichrysifolium subsp. elichrysifolium","Markus Döring","Capparales","1188","Anchonium","1999-08-06 00:00:00.0","elichrysifolium","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","elichrysifolium","35.13600"
"172","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Erysimum kotschyanum Gay","Markus Döring","Capparales","1189","Erysimum","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","kotschyanum","35.13600"
"173","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Poa bulbosa agg. L.","Markus Döring","Cyperales","1190","Poa","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","bulbosa agg.","35.13600"
"174","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Hypericum crenulatum Boiss.","Markus Döring","Malpighiales","1191","Hypericum","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Hypericaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","crenulatum","35.13600"
"175","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Silene caryophylloides subsp. cf. masmenaea (Boiss.) Coode & Cullen","Markus Döring","Caryophyllales","1192","Silene","1999-08-06 00:00:00.0","cf. masmenaea","PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","caryophylloides","35.13600"
"176","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","Markus Döring","Capparales","1193","Arabis","1999-08-06 00:00:00.0","brevifolia","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","alpina","35.13600"
"177","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Silene nuncupanda Coode & Cullen","Markus Döring","Caryophyllales","1194","Silene","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","nuncupanda","35.13600"
"178","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Leontodon oxylepis var. oxylepis","Markus Döring","Asterales","1195","Leontodon","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","oxylepis","35.13600"
"179","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Thesium cilicicum Bornm.","Markus Döring","Santalales","1196","Thesium","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Santalaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","cilicicum","35.13600"
"180","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Asperula stricta subsp. grandiflora Schönb.-Tem.","Markus Döring","Rubiales","1197","Asperula","1999-08-06 00:00:00.0","grandiflora","PreservedSpecimen","Asia","Rubiaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","stricta","35.13600"
"181","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Dianthus zonatus var. zonatus","Markus Döring","Caryophyllales","1198","Dianthus","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Caryophyllaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","zonatus","35.13600"
"182","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Aurinia rupestris subsp. cyclocarpa","Markus Döring","Capparales","1199","Aurinia","1999-08-06 00:00:00.0","cyclocarpa","PreservedSpecimen","Asia","Brassicaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","rupestris","35.13600"
"183","ICBN","Lycian Akdaglari above Gömbe, behind Subasi Yayla, 2100m","Helichrysum pallasii Ledeb.","Markus Döring","Asterales","120","Helichrysum","1999-06-27 00:00:00.0",,"PreservedSpecimen","Asia","Asteraceae","TR","Plantae","2100","Mugla","BGBM","Magnoliophyta","36.56300","Markus Döring",,"B","pallasii","29.63000"
"184","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Muscari cf. neglectum / armeniacum / bourgaei","Markus Döring","Liliales","1200","Muscari","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Liliaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","cf. neglectum / armeniacum / bourgaei","35.13600"
"185","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Sesleria alba Sm.","Markus Döring","Cyperales","1201","Sesleria","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","alba","35.13600"
"186","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Elytrigia libanotica (Hack.) J.Holub.","Markus Döring","Cyperales","1202","Elytrigia","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Poaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","libanotica","35.13600"
"187","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Ebenus laguroides var. cilicica (Boiss.) Bornm.","Markus Döring","Fabales","1203","Ebenus","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","laguroides","35.13600"
"188","ICBN","Aladaglari, lower Narpiz Deresi, east of fountain, 2900m","Hedysarum erythroleucum Boiss.","Markus Döring","Fabales","1204","Hedysarum","1999-08-06 00:00:00.0",,"PreservedSpecimen","Asia","Fabaceae","TR","Plantae","2900","Adana","BGBM","Magnoliophyta","37.82800","Markus Döring",,"B","erythroleucum","35.13600"
