"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"1749","Caryophyllaceae","BGBM","kotschyana",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arenaria","Subspecies","PreservedSpecimen","Magnoliophyta","kotschyana","2450",,"Arenaria kotschyana subsp. kotschyana","ICBN","1999-08-07 00:00:00.0","TR","1225","Adana",,"Caryophyllales","Asia","B"
"1750","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Salvia",,"PreservedSpecimen","Magnoliophyta","absconditiflora","2450",,"Salvia absconditiflora Greuter & Burdet","ICBN","1999-08-07 00:00:00.0","TR","1226","Adana","Greuter & Burdet","Lamiales","Asia","B"
"1751","Boraginaceae","BGBM","alpestris",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Myosotis","Subspecies","PreservedSpecimen","Magnoliophyta","alpestris","2450",,"Myosotis alpestris subsp. alpestris","ICBN","1999-08-07 00:00:00.0","TR","1227","Adana",,"Lamiales","Asia","B"
"1752","Lamiaceae","BGBM","tauricola",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Teucrium","Subspecies","PreservedSpecimen","Magnoliophyta","chamaedrys","2450",,"Teucrium chamaedrys subsp. tauricola Rech. f.","ICBN","1999-08-07 00:00:00.0","TR","1228","Adana","Rech. f.","Lamiales","Asia","B"
"1753","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2450",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-08-07 00:00:00.0","TR","1229","Adana","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"1754","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2550",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-08-07 00:00:00.0","TR","1229x117","Adana","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"1755","Scrophulariaceae","BGBM","massicytica",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Veronica","Subspecies","PreservedSpecimen","Magnoliophyta","cuneifolia","2500",,"Veronica cuneifolia subsp. massicytica M.A. Fischer","ICBN","1999-06-27 00:00:00.0","TR","123","Mugla","M.A. Fischer","Scrophulariales","Asia","B"
"1756","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2450",,"Centaurea reuterana var. phrygia Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1230","Adana","Bornm.","Asterales","Asia","B"
"1757","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Centaurea","Variety","PreservedSpecimen","Magnoliophyta","reuterana","2600",,"Centaurea reuterana var. phrygia Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1230x118","Adana","Bornm.","Asterales","Asia","B"
"1758","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Gypsophila",,"PreservedSpecimen","Magnoliophyta","laricina","2450",,"Gypsophila laricina Schreb.","ICBN","1999-08-07 00:00:00.0","TR","1231","Adana","Schreb.","Caryophyllales","Asia","B"
"1759","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Genista",,"PreservedSpecimen","Magnoliophyta","albida","2450",,"Genista albida Willd.","ICBN","1999-08-07 00:00:00.0","TR","1232","Adana","Willd.","Fabales","Asia","B"
"1760","Apiaceae","BGBM","lithophila",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Pimpinella","Subspecies","PreservedSpecimen","Magnoliophyta","tragium","2450",,"Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin","ICBN","1999-08-07 00:00:00.0","TR","1233","Adana","(I. Schischk.) Tutin","Apiales","Asia","B"
"1761","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Astragalus",,"PreservedSpecimen","Magnoliophyta","condensatus","2450",,"Astragalus condensatus Ledeb.","ICBN","1999-08-07 00:00:00.0","TR","1234","Adana","Ledeb.","Fabales","Asia","B"
"1762","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2450",,"Poa bulbosa agg. L.","ICBN","1999-08-07 00:00:00.0","TR","1235","Adana","L.","Cyperales","Asia","B"
"1763","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arenaria",,"PreservedSpecimen","Magnoliophyta","serpyllifolia","2450",,"Arenaria serpyllifolia L.","ICBN","1999-08-07 00:00:00.0","TR","1236","Adana","L.","Caryophyllales","Asia","B"
"1764","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Muscari",,"PreservedSpecimen","Magnoliophyta","cf. neglectum / armeniacum / bourgaei","2450",,"Muscari cf. neglectum / armeniacum / bourgaei","ICBN","1999-08-07 00:00:00.0","TR","1237","Adana",,"Liliales","Asia","B"
"1765","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Ornithogalum",,"PreservedSpecimen","Magnoliophyta","spec.","2600",,"Ornithogalum spec.","ICBN","1999-08-07 00:00:00.0","TR","1237x118","Adana",,"Liliales","Asia","B"
"1766","Lamiaceae","BGBM","sipyleus",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Thymus","Variety","PreservedSpecimen","Magnoliophyta","sipyleus","2450",,"Thymus sipyleus var. davisianus Ronniger","ICBN","1999-08-07 00:00:00.0","TR","1238","Adana","Ronniger","Lamiales","Asia","B"
"1767","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Marrubium",,"PreservedSpecimen","Magnoliophyta","cephalanthum","2450",,"Marrubium cephalanthum Boiss. & Noe","ICBN","1999-08-07 00:00:00.0","TR","1239","Adana","Boiss. & Noe","Lamiales","Asia","B"
"1768","Brassicaceae","BGBM","pateri",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","pateri","2500",,"Alyssum pateri subsp. pateri","ICBN","1999-06-27 00:00:00.0","TR","124","Mugla",,"Capparales","Asia","B"
"1769","Asteraceae","BGBM","canum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Tanacetum","Variety","PreservedSpecimen","Magnoliophyta","argenteum","2450",,"Tanacetum argenteum var. canum","ICBN","1999-08-07 00:00:00.0","TR","1240","Adana",,"Asterales","Asia","B"
"1770","Asteraceae","BGBM","canum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Tanacetum","Variety","PreservedSpecimen","Magnoliophyta","argenteum","2550",,"Tanacetum argenteum var. canum","ICBN","1999-08-07 00:00:00.0","TR","1240x","Adana",,"Asterales","Asia","B"
"1771","Caryophyllaceae","BGBM","stentoria",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Silene","Subspecies","PreservedSpecimen","Magnoliophyta","caryophylloides","2450",,"Silene caryophylloides subsp. stentoria (Fenzl) Coode & Cullen","ICBN","1999-08-07 00:00:00.0","TR","1241","Adana","(Fenzl) Coode & Cullen","Caryophyllales","Asia","B"
"1772","Brassicaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Alyssum",,"PreservedSpecimen","Magnoliophyta","aurantiacum","2450",,"Alyssum aurantiacum Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1242","Adana","Boiss.","Capparales","Asia","B"
"1773","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2550",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-07 00:00:00.0","TR","1242x117","Adana","(Nyár.) Dudley","Capparales","Asia","B"
"1774","Brassicaceae","BGBM","flexibile",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Alyssum","Subspecies","PreservedSpecimen","Magnoliophyta","condensatum","2450",,"Alyssum condensatum subsp. flexibile (Nyár.) Dudley","ICBN","1999-08-07 00:00:00.0","TR","1243","Adana","(Nyár.) Dudley","Capparales","Asia","B"
"1775","Rubiaceae","BGBM","elatius",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Galium","Subspecies","PreservedSpecimen","Magnoliophyta","incanum","2450",,"Galium incanum subsp. elatius (Boiss.) Ehrend.","ICBN","1999-08-07 00:00:00.0","TR","1244","Adana","(Boiss.) Ehrend.","Rubiales","Asia","B"
"1776","Brassicaceae","BGBM","brevifolia",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Arabis","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2450",,"Arabis alpina subsp. brevifolia (DC.) Greuter & Burdet","ICBN","1999-08-07 00:00:00.0","TR","1245","Adana","(DC.) Greuter & Burdet","Capparales","Asia","B"
"1777","Apiaceae","BGBM","cernuum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Bupleurum","Subspecies","PreservedSpecimen","Magnoliophyta","falcatum","2450",,"Bupleurum falcatum subsp. cernuum (Ten.) Arc.","ICBN","1999-08-07 00:00:00.0","TR","1246","Adana","(Ten.) Arc.","Apiales","Asia","B"
"1778","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Koeleria",,"PreservedSpecimen","Magnoliophyta","macrantha","2450",,"Koeleria macrantha (Ledeb.) Schult.","ICBN","1999-08-07 00:00:00.0","TR","1247","Adana","(Ledeb.) Schult.","Cyperales","Asia","B"
"1779","Poaceae","BGBM","anatolica",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Festuca","Subspecies","PreservedSpecimen","Magnoliophyta","anatolica","2450",,"Festuca anatolica subsp. anatolica","ICBN","1999-08-07 00:00:00.0","TR","1248","Adana",,"Cyperales","Asia","B"
"1780","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Sesleria",,"PreservedSpecimen","Magnoliophyta","alba","2450",,"Sesleria alba Sm.","ICBN","1999-08-07 00:00:00.0","TR","1249","Adana","Sm.","Cyperales","Asia","B"
"1781","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Saponaria",,"PreservedSpecimen","Magnoliophyta","pumilio","2500",,"Saponaria pumilio Boiss.","ICBN","1999-06-27 00:00:00.0","TR","125","Mugla","Boiss.","Caryophyllales","Asia","B"
"1782","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Poa",,"PreservedSpecimen","Magnoliophyta","bulbosa agg.","2450",,"Poa bulbosa agg. L.","ICBN","1999-08-07 00:00:00.0","TR","1250","Adana","L.","Cyperales","Asia","B"
"1783","Poaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Elytrigia",,"PreservedSpecimen","Magnoliophyta","tauri","2450",,"Elytrigia tauri (Boiss. & Balansa) Tzvelev.","ICBN","1999-08-07 00:00:00.0","TR","1251","Adana","(Boiss. & Balansa) Tzvelev.","Cyperales","Asia","B"
"1784","Cupressaceae","BGBM","excelsa",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Juniperus","Subspecies","PreservedSpecimen","Pinophyta","excelsa","2450",,"Juniperus excelsa subsp. excelsa","ICBN","1999-08-07 00:00:00.0","TR","1252","Adana",,"Pinales","Asia","B"
"1785","Liliaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Asphodeline",,"PreservedSpecimen","Magnoliophyta","taurica","2450",,"Asphodeline taurica (Pall.) Kunth","ICBN","1999-08-07 00:00:00.0","TR","1253","Adana","(Pall.) Kunth","Liliales","Asia","B"
"1786","Lamiaceae","BGBM","bourgaei",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","bourgaei","2500",,"Marrubium bourgaei subsp. bourgaei","ICBN","1999-06-27 00:00:00.0","TR","126","Mugla",,"Lamiales","Asia","B"
"1787","Polygonaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Rumex",,"PreservedSpecimen","Magnoliophyta","scutatus","2500",,"Rumex scutatus L.","ICBN","1999-08-07 00:00:00.0","TR","1260","Adana","L.","Polygonales","Asia","B"
"1788","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Cyclotrichium",,"PreservedSpecimen","Magnoliophyta","origanifolium","2500",,"Cyclotrichium origanifolium (Labill.) Manden & Scheng.","ICBN","1999-08-07 00:00:00.0","TR","1261","Adana","(Labill.) Manden & Scheng.","Lamiales","Asia","B"
"1789","Liliaceae","BGBM","rotundum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Allium","Subspecies","PreservedSpecimen","Magnoliophyta","scorodoprasum","2500",,"Allium scorodoprasum subsp. rotundum (L.) Stearn","ICBN","1999-08-07 00:00:00.0","TR","1262","Adana","(L.) Stearn","Liliales","Asia","B"
"1790","Liliaceae","BGBM","rotundum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Allium","Subspecies","PreservedSpecimen","Magnoliophyta","scorodoprasum","2600",,"Allium scorodoprasum subsp. rotundum (L.) Stearn","ICBN","1999-08-07 00:00:00.0","TR","1262x118","Adana","(L.) Stearn","Liliales","Asia","B"
"1791","Orobanchaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Orobanche",,"PreservedSpecimen","Magnoliophyta","caryophyllacea","2500",,"Orobanche caryophyllacea Sm.","ICBN","1999-08-07 00:00:00.0","TR","1263","Adana","Sm.","Scrophulariales","Asia","B"
"1792","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Scutellaria",,"PreservedSpecimen","Magnoliophyta","salviifolia","2500",,"Scutellaria salviifolia Benth.","ICBN","1999-08-07 00:00:00.0","TR","1264","Adana","Benth.","Lamiales","Asia","B"
"1793","Fabaceae","BGBM","hypoleuca",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Vicia","Subspecies","PreservedSpecimen","Magnoliophyta","alpestris","2500",,"Vicia alpestris subsp. hypoleuca (Boiss. & Noe) P.H. Davis","ICBN","1999-08-07 00:00:00.0","TR","1265","Adana","(Boiss. & Noe) P.H. Davis","Fabales","Asia","B"
"1794","Rubiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Cruciata",,"PreservedSpecimen","Magnoliophyta","taurica","2500",,"Cruciata taurica (Pall. ex Willd.) Ehrend.","ICBN","1999-08-07 00:00:00.0","TR","1266","Adana","(Pall. ex Willd.) Ehrend.","Rubiales","Asia","B"
"1795","Brassicaceae","BGBM","vesicaria",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Coluteocarpus","Subspecies","PreservedSpecimen","Magnoliophyta","vesicaria","2500",,"Coluteocarpus vesicaria subsp. vesicaria","ICBN","1999-08-07 00:00:00.0","TR","1267","Adana",,"Capparales","Asia","B"
"1796","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Rosa",,"PreservedSpecimen","Magnoliophyta","pulverulenta","2500",,"Rosa pulverulenta M.Bieb.","ICBN","1999-08-07 00:00:00.0","TR","1268","Adana","M.Bieb.","Rosales","Asia","B"
"1797","Rosaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Cerasus","Variety","PreservedSpecimen","Magnoliophyta","prostrata","2500",,"Cerasus prostrata var. prostrata","ICBN","1999-08-07 00:00:00.0","TR","1269","Adana",,"Rosales","Asia","B"
"1798","Lamiaceae","BGBM","bourgaei",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, around Yesil Göl, 1810m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","bourgaei","1810",,"Marrubium bourgaei subsp. bourgaei","ICBN","1999-06-28 00:00:00.0","TR","126x","Mugla",,"Lamiales","Asia","B"
"1799","Lamiaceae","BGBM","bourgaei",,"Markus Döring","Plantae","Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","bourgaei","2300",,"Marrubium bourgaei subsp. bourgaei","ICBN","1999-07-02 00:00:00.0","TR","126x15","Antalya",,"Lamiales","Asia","B"
"1800","Lamiaceae","BGBM","bourgaei",,"Markus Döring","Plantae","d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2000m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","bourgaei","2000",,"Marrubium bourgaei subsp. bourgaei","ICBN","1999-07-08 00:00:00.0","TR","126x25","Antalya",,"Lamiales","Asia","B"
"1801","Lamiaceae","BGBM","bourgaei",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2400m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","bourgaei","2400",,"Marrubium bourgaei subsp. bourgaei","ICBN","1999-06-27 00:00:00.0","TR","126x8","Mugla",,"Lamiales","Asia","B"
"1802","Fabaceae","BGBM","angustifolius",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Astragalus","Variety","PreservedSpecimen","Magnoliophyta","angustifolius","2500",,"Astragalus angustifolius var. violascens Boiss.","ICBN","1999-06-27 00:00:00.0","TR","127","Mugla","Boiss.","Fabales","Asia","B"
"1803","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Verbascum",,"PreservedSpecimen","Magnoliophyta","spec.","2450",,"Verbascum spec.","ICBN","1999-08-07 00:00:00.0","TR","1270","Adana",,"Scrophulariales","Asia","B"
"1804","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Silene",,"PreservedSpecimen","Magnoliophyta","chlorifolia","2500",,"Silene chlorifolia Sm.","ICBN","1999-08-07 00:00:00.0","TR","1271","Adana","Sm.","Caryophyllales","Asia","B"
"1805","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Linaria",,"PreservedSpecimen","Magnoliophyta","corifolia","2500",,"Linaria corifolia Desf.","ICBN","1999-08-07 00:00:00.0","TR","1272","Adana","Desf.","Scrophulariales","Asia","B"
"1806","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Astragalus","Variety","PreservedSpecimen","Magnoliophyta","plumosus","2500",,"Astragalus plumosus var. akardaghicus (Eig) D.F.Chamb. & Matthews","ICBN","1999-08-07 00:00:00.0","TR","1273","Adana","(Eig) D.F.Chamb. & Matthews","Fabales","Asia","B"
"1807","Scrophulariaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Veronica",,"PreservedSpecimen","Magnoliophyta","tauricola","2500",,"Veronica tauricola Bornm.","ICBN","1999-08-07 00:00:00.0","TR","1274","Adana","Bornm.","Scrophulariales","Asia","B"
"1808","Fabaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Astragalus",,"PreservedSpecimen","Magnoliophyta","chrysochlorus","2500",,"Astragalus chrysochlorus Boiss. & Kotschy","ICBN","1999-08-07 00:00:00.0","TR","1275","Adana","Boiss. & Kotschy","Fabales","Asia","B"
"1809","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Silene",,"PreservedSpecimen","Magnoliophyta","pruinosa","2500",,"Silene pruinosa Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1276","Adana","Boiss.","Caryophyllales","Asia","B"
"1810","Boraginaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2500m","Onosma",,"PreservedSpecimen","Magnoliophyta","roussaei","2500",,"Onosma roussaei DC.","ICBN","1999-08-07 00:00:00.0","TR","1277","Adana","DC.","Lamiales","Asia","B"
"1811","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Centaurea",,"PreservedSpecimen","Magnoliophyta","mucronifera","2550",,"Centaurea mucronifera DC.","ICBN","1999-08-07 00:00:00.0","TR","1278","Adana","DC.","Asterales","Asia","B"
"1812","Berberidaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Berberis",,"PreservedSpecimen","Magnoliophyta","crataegina","2450",,"Berberis crataegina DC.","ICBN","1999-08-07 00:00:00.0","TR","1279","Adana","DC.","Ranunculales","Asia","B"
"1813","Asteraceae","BGBM",,,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2500",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-06-27 00:00:00.0","TR","128","Mugla","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"1814","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Ziziphora",,"PreservedSpecimen","Magnoliophyta","clinopodioides","2550",,"Ziziphora clinopodioides Lam.","ICBN","1999-08-07 00:00:00.0","TR","1280","Adana","Lam.","Lamiales","Asia","B"
"1815","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2550m","Dianthus","Variety","PreservedSpecimen","Magnoliophyta","zonatus","2550",,"Dianthus zonatus var. zonatus","ICBN","1999-08-07 00:00:00.0","TR","1281","Adana",,"Caryophyllales","Asia","B"
"1816","Hypericaceae","BGBM","depilatum",,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2600m","Hypericum","Variety","PreservedSpecimen","Magnoliophyta","aviculariifolium","2600",,"Hypericum aviculariifolium var. depilatum","ICBN","1999-08-07 00:00:00.0","TR","1282","Adana",,"Malpighiales","Asia","B"
"1817","Asteraceae","BGBM",,,"Markus Döring","Plantae","Aladaglari, Kayacik Deresi, entrance to Narpiz Bogazi gorge, northern slope, 2450m","Hieracium",,"PreservedSpecimen","Magnoliophyta","pannosum","2450",,"Hieracium pannosum Boiss.","ICBN","1999-08-07 00:00:00.0","TR","1283","Adana","Boiss.","Asterales","Asia","B"
"1818","Apiaceae","BGBM","microcarpum",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Bunium","Subspecies","PreservedSpecimen","Magnoliophyta","microcarpum","2500",,"Bunium microcarpum subsp. microcarpum","ICBN","1999-06-27 00:00:00.0","TR","129","Mugla",,"Apiales","Asia","B"
"1819","Campanulaceae","BGBM","linifolium",,"Markus Döring","Plantae","Lycian Akdaglari above Gömbe, above Subasi Yayla, 2500m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","linifolium","2500",,"Asyneuma linifolium subsp. linifolium","ICBN","1999-06-27 00:00:00.0","TR","130","Mugla",,"Campanulales","Asia","B"
"1820","Lamiaceae","BGBM","globosum",,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","Marrubium","Subspecies","PreservedSpecimen","Magnoliophyta","globosum","2520",,"Marrubium globosum subsp. globosum","ICBN","1999-08-08 00:00:00.0","TR","1300","Nigde",,"Lamiales","Asia","B"
"1821","unbekannt","BGBM",,,"Markus Döring","Plantae","Aladaglari, northern part (?Black Aladaglari?), 2520m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2520",,"noch unbestimmt !!!","ICBN","1999-08-08 00:00:00.0","TR","1301","Nigde",,,"Asia","B"
