"ID","FAMILY","INSTITUTION_CODE","INFRASPECIFIC_EPITHET","REMARKS","COLLECTOR","KINGDOM","LOCALITY","GENUS","INFRASPECIFIC_RANK","BASIS_OF_RECORD","PHYLUM","SPECIFIC_EPITHET","MINIMUM_ELEVATION_IN_METERS","CLASS","SCIENTIFIC_NAME","NOMENCLATURAL_CODE","EARLIEST_DATE_COLLECTED","COUNTRY","CATALOG_NUMBER","STATE_PROVINCE","AUTHOR_YEAR_OF_SCIENTIFIC_NAME","ORDER","CONTINENT","COLLECTION_CODE"
"4370","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2750",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-26 00:00:00.0","TR","831","Nigde","F.Herm.","Cyperales","Asia","B"
"4371","Lamiaceae","BGBM","glareosa",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Ajuga","Subspecies","PreservedSpecimen","Magnoliophyta","chamaepitys","2750",,"Ajuga chamaepitys subsp. glareosa P.H. Davis","ICBN","1999-07-26 00:00:00.0","TR","832","Nigde","P.H. Davis","Lamiales","Asia","B"
"4372","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta",,"PreservedSpecimen","Magnoliophyta","cilicia","2750",,"Nepeta cilicia Boiss & Heldr.","ICBN","1999-07-26 00:00:00.0","TR","833","Nigde","Boiss & Heldr.","Lamiales","Asia","B"
"4373","Rubiaceae","BGBM","stricta",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Asperula","Subspecies","PreservedSpecimen","Magnoliophyta","stricta","2750",,"Asperula stricta subsp. stricta","ICBN","1999-07-26 00:00:00.0","TR","834","Nigde",,"Rubiales","Asia","B"
"4374","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2750m","Nepeta",,"PreservedSpecimen","Magnoliophyta","cilicia","2750",,"Nepeta cilicia Boiss & Heldr.","ICBN","1999-07-26 00:00:00.0","TR","835","Nigde","Boiss & Heldr.","Lamiales","Asia","B"
"4375","Polygonaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, scree slope S of tarn Karagöl, 2675m","Oxyria",,"PreservedSpecimen","Magnoliophyta","digyna","2675",,"Oxyria digyna (L.) Hill","ICBN","1999-07-26 00:00:00.0","TR","836","Nigde","(L.) Hill","Polygonales","Asia","B"
"4376","Geraniaceae","BGBM","salmoneum",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Erodium","Subspecies","PreservedSpecimen","Magnoliophyta","cedrorum","2620",,"Erodium cedrorum subsp. salmoneum (P.H. Davis & Roberts) P.H. Davis","ICBN","1999-07-27 00:00:00.0","TR","837","Nigde","(P.H. Davis & Roberts) P.H. Davis","Geraniales","Asia","B"
"4377","Lamiaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Stachys",,"PreservedSpecimen","Magnoliophyta","lavandulifolia","2620",,"Stachys lavandulifolia Vahl","ICBN","1999-07-27 00:00:00.0","TR","838","Nigde","Vahl","Lamiales","Asia","B"
"4378","Hypericaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Hypericum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2620",,"Hypericum kotschyanum Boiss.","ICBN","1999-07-27 00:00:00.0","TR","839","Nigde","Boiss.","Malpighiales","Asia","B"
"4379","Hypericaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari, upper Arpalik (Maden) Deresi, slopes along the road from Darbogaz to tarn Karagöl, 2360m","Hypericum",,"PreservedSpecimen","Magnoliophyta","kotschyanum","2360",,"Hypericum kotschyanum Boiss.","ICBN","1999-07-29 00:00:00.0","TR","839x91","Nigde","Boiss.","Malpighiales","Asia","B"
"4380","Orobanchaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Ciçekbaba Tepesi, 2150m","Orobanche",,"PreservedSpecimen","Magnoliophyta","oxyloba","2150",,"Orobanche oxyloba (Reut.) Beck","ICBN","1999-06-21 00:00:00.0","TR","84","Mugla","(Reut.) Beck","Scrophulariales","Asia","B"
"4381","Brassicaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Aubrieta",,"PreservedSpecimen","Magnoliophyta","pinardii","2620",,"Aubrieta pinardii Boiss.","ICBN","1999-07-27 00:00:00.0","TR","840","Nigde","Boiss.","Capparales","Asia","B"
"4382","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Crepis",,"PreservedSpecimen","Magnoliophyta","willdenowii","2620",,"Crepis willdenowii Czerep.","ICBN","1999-07-27 00:00:00.0","TR","841","Nigde","Czerep.","Asterales","Asia","B"
"4383","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above MeydanN 37°24?32?? O 34°33?70??, 2620m","Kobresia",,"PreservedSpecimen","Magnoliophyta","humilis","2620",,"Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","ICBN","1999-07-27 00:00:00.0","TR","842","Nigde","(C.A.Meyer ex Trautv.) Sergievsk.","Cyperales","Asia","B"
"4384","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Kobresia",,"PreservedSpecimen","Magnoliophyta","humilis","2900",,"Kobresia humilis (C.A.Meyer ex Trautv.) Sergievsk.","ICBN","1999-07-27 00:00:00.0","TR","843","Nigde","(C.A.Meyer ex Trautv.) Sergievsk.","Cyperales","Asia","B"
"4385","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2900",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-27 00:00:00.0","TR","844","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"4386","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2900",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-27 00:00:00.0","TR","844x84","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"4387","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","tristis","2900",,"Carex tristis M.Bieb.","ICBN","1999-07-27 00:00:00.0","TR","845","Nigde","M.Bieb.","Cyperales","Asia","B"
"4388","Poaceae","BGBM","tomentellus",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Bromus","Subspecies","PreservedSpecimen","Magnoliophyta","tomentellus","2900",,"Bromus tomentellus subsp. tomentellus","ICBN","1999-07-27 00:00:00.0","TR","846a","Nigde",,"Cyperales","Asia","B"
"4389","Cyperaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Carex",,"PreservedSpecimen","Magnoliophyta","tristis","2900",,"Carex tristis M.Bieb.","ICBN","1999-07-27 00:00:00.0","TR","846b","Nigde","M.Bieb.","Cyperales","Asia","B"
"4390","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2900",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-27 00:00:00.0","TR","847","Nigde","F.Herm.","Cyperales","Asia","B"
"4391","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2880",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-27 00:00:00.0","TR","847x83","Nigde","F.Herm.","Cyperales","Asia","B"
"4392","Caryophyllaceae","BGBM","brevicaulis",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Dianthus","Subspecies","PreservedSpecimen","Magnoliophyta","brevicaulis","2900",,"Dianthus brevicaulis subsp. brevicaulis","ICBN","1999-07-27 00:00:00.0","TR","848","Nigde",,"Caryophyllales","Asia","B"
"4393","Fabaceae","BGBM","pulchella",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Anthyllis","Subspecies","PreservedSpecimen","Magnoliophyta","vulneraria","2900",,"Anthyllis vulneraria subsp. pulchella (Vis.) Bornm.","ICBN","1999-07-27 00:00:00.0","TR","849","Nigde","(Vis.) Bornm.","Fabales","Asia","B"
"4394","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","erythrosepala","2900",,"Minuartia erythrosepala var. erythrosepala","ICBN","1999-07-27 00:00:00.0","TR","850","Nigde",,"Caryophyllales","Asia","B"
"4395","Gentianaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Gentiana",,"PreservedSpecimen","Magnoliophyta","boissieri","2900",,"Gentiana boissieri Boiss.","ICBN","1999-07-27 00:00:00.0","TR","851","Nigde","Boiss.","Gentianales","Asia","B"
"4396","Scrophulariaceae","BGBM","davisii",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Euphrasia","Subspecies","PreservedSpecimen","Magnoliophyta","minima","2900",,"Euphrasia minima subsp. davisii Yeo","ICBN","1999-07-27 00:00:00.0","TR","852","Nigde","Yeo","Scrophulariales","Asia","B"
"4397","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Silene",,"PreservedSpecimen","Magnoliophyta","odontopetala","2900",,"Silene odontopetala Fenzl","ICBN","1999-07-27 00:00:00.0","TR","853","Nigde","Fenzl","Caryophyllales","Asia","B"
"4398","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2930",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-07-27 00:00:00.0","TR","854","Nigde",,"Campanulales","Asia","B"
"4399","Saxifragaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Saxifraga",,"PreservedSpecimen","Magnoliophyta","kotschyi","2930",,"Saxifraga kotschyi Boiss.","ICBN","1999-07-27 00:00:00.0","TR","855","Nigde","Boiss.","Rosales","Asia","B"
"4400","Campanulaceae","BGBM","limonifolium",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Asyneuma","Subspecies","PreservedSpecimen","Magnoliophyta","limonifolium","2930",,"Asyneuma limonifolium subsp. limonifolium","ICBN","1999-07-27 00:00:00.0","TR","857","Nigde",,"Campanulales","Asia","B"
"4401","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Silene",,"PreservedSpecimen","Magnoliophyta","odontopetala","2930",,"Silene odontopetala Fenzl","ICBN","1999-07-27 00:00:00.0","TR","858a","Nigde","Fenzl","Caryophyllales","Asia","B"
"4402","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2930m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","erythrosepala","2930",,"Minuartia erythrosepala var. erythrosepala","ICBN","1999-07-27 00:00:00.0","TR","858b","Nigde",,"Caryophyllales","Asia","B"
"4403","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2900",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-27 00:00:00.0","TR","859","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"4404","Crassulaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Sedum",,"PreservedSpecimen","Magnoliophyta","ursi","2180",,"Sedum ursi t´Hart","ICBN","1999-06-21 00:00:00.0","TR","85a","Mugla","t´Hart","Rosales","Asia","B"
"4405","Liliaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Muscari",,"PreservedSpecimen","Magnoliophyta","tenuiflorum","2180",,"Muscari tenuiflorum Tausch","ICBN","1999-06-21 00:00:00.0","TR","85b","Mugla","Tausch","Liliales","Asia","B"
"4406","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Salvia",,"PreservedSpecimen","Magnoliophyta","caespitosa","2180",,"Salvia caespitosa Benth.","ICBN","1999-06-21 00:00:00.0","TR","86","Mugla","Benth.","Lamiales","Asia","B"
"4407","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Scorzonera",,"PreservedSpecimen","Magnoliophyta","rigida","2900",,"Scorzonera rigida Aucher","ICBN","1999-07-27 00:00:00.0","TR","860","Nigde","Aucher","Asterales","Asia","B"
"4408","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2750m","Scorzonera",,"PreservedSpecimen","Magnoliophyta","rigida","2750",,"Scorzonera rigida Aucher","ICBN","1999-07-28 00:00:00.0","TR","860x88","Nigde","Aucher","Asterales","Asia","B"
"4409","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Inula","Variety","PreservedSpecimen","Magnoliophyta","acaulis","2900",,"Inula acaulis var. acaulis","ICBN","1999-07-27 00:00:00.0","TR","861","Nigde",,"Asterales","Asia","B"
"4410","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Inula","Variety","PreservedSpecimen","Magnoliophyta","acaulis","2700",,"Inula acaulis var. acaulis","ICBN","1999-07-28 00:00:00.0","TR","861x86","Nigde",,"Asterales","Asia","B"
"4411","Rosaceae","BGBM","pulvinaris",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Potentilla","Subspecies","PreservedSpecimen","Magnoliophyta","pulvinaris","2900",,"Potentilla pulvinaris subsp. pulvinaris","ICBN","1999-07-27 00:00:00.0","TR","862","Nigde",,"Rosales","Asia","B"
"4412","Caryophyllaceae","BGBM","umbellulifera",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2900m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","umbellulifera","2900",,"Minuartia umbellulifera var. umbellulifera","ICBN","1999-07-27 00:00:00.0","TR","863","Nigde",,"Caryophyllales","Asia","B"
"4413","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2880",,"noch unbestimmt !!!","ICBN","1999-07-27 00:00:00.0","TR","864","Nigde",,,"Asia","B"
"4414","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2880",,"noch unbestimmt !!!","ICBN","1999-07-27 00:00:00.0","TR","865","Nigde",,,"Asia","B"
"4415","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2880m","Silene",,"PreservedSpecimen","Magnoliophyta","nuncupanda","2880",,"Silene nuncupanda Coode & Cullen","ICBN","1999-07-27 00:00:00.0","TR","866","Nigde","Coode & Cullen","Caryophyllales","Asia","B"
"4416","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2900",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-07-27 00:00:00.0","TR","867","Nigde","Boiss. & Heldr.","Plumbaginales","Asia","B"
"4417","Caryophyllaceae","BGBM","umbellulifera",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Minuartia","Variety","PreservedSpecimen","Magnoliophyta","umbellulifera","2900",,"Minuartia umbellulifera var. umbellulifera","ICBN","1999-07-27 00:00:00.0","TR","868","Nigde",,"Caryophyllales","Asia","B"
"4418","Asteraceae","BGBM","moschus",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydanim hinteren kar. siehe karte, 2900m","Jurinella","Subspecies","PreservedSpecimen","Magnoliophyta","moschus","2900",,"Jurinella moschus subsp. moschus","ICBN","1999-07-27 00:00:00.0","TR","869","Nigde",,"Asterales","Asia","B"
"4419","Brassicaceae","BGBM","compactum",,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 2180m","Aethionema","Subspecies","PreservedSpecimen","Magnoliophyta","speciosum","2180",,"Aethionema speciosum subsp. compactum Hartvig & Strid","ICBN","1999-06-21 00:00:00.0","TR","87","Mugla","Hartvig & Strid","Capparales","Asia","B"
"4420","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, 2700m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2700",,"noch unbestimmt !!!","ICBN","1999-07-27 00:00:00.0","TR","870","Nigde",,,"Asia","B"
"4421","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, 2700m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2700",,"noch unbestimmt !!!","ICBN","1999-07-27 00:00:00.0","TR","871","Nigde",,,"Asia","B"
"4422","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Phleum",,"PreservedSpecimen","Magnoliophyta","alpinum","2700",,"Phleum alpinum L.","ICBN","1999-07-28 00:00:00.0","TR","872","Nigde","L.","Cyperales","Asia","B"
"4423","Polygonaceae","BGBM","carnea",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Persicaria","Subspecies","PreservedSpecimen","Magnoliophyta","bistorta","2700",,"Persicaria bistorta subsp. carnea (C. Koch) Greuter & Burdet","ICBN","1999-07-28 00:00:00.0","TR","873","Nigde","(C. Koch) Greuter & Burdet","Polygonales","Asia","B"
"4424","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","demissus","2700",,"Ranunculus demissus var. major Boiss.","ICBN","1999-07-28 00:00:00.0","TR","874","Nigde","Boiss.","Ranunculales","Asia","B"
"4425","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2700",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-28 00:00:00.0","TR","875","Nigde","F.Herm.","Cyperales","Asia","B"
"4426","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Scorzonera","Variety","PreservedSpecimen","Magnoliophyta","cana","2700",,"Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.","ICBN","1999-07-28 00:00:00.0","TR","876","Nigde","(Boiss.) D.F.Chamb.","Asterales","Asia","B"
"4427","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Minuartia",,"PreservedSpecimen","Magnoliophyta","verna s.l.","2700",,"Minuartia verna s.l. (L.) Hiern","ICBN","1999-07-28 00:00:00.0","TR","877","Nigde","(L.) Hiern","Caryophyllales","Asia","B"
"4428","Fabaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Trifolium",,"PreservedSpecimen","Magnoliophyta","spadiceum","2700",,"Trifolium spadiceum L.","ICBN","1999-07-28 00:00:00.0","TR","878","Nigde","L.","Fabales","Asia","B"
"4429","Gentianaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Gentianella",,"PreservedSpecimen","Magnoliophyta","holosteoides","2700",,"Gentianella holosteoides (N.M.Pritchard) Greuter","ICBN","1999-07-28 00:00:00.0","TR","879","Nigde","(N.M.Pritchard) Greuter","Gentianales","Asia","B"
"4430","Lamiaceae","BGBM",,,"Markus Döring","Plantae","Sandras Dagi above Agla, ascent from Çirali to the Çiçekbaba Tepesi (main summit), valley below the eastern slope of the summit, 1950m","Teucrium",,"PreservedSpecimen","Magnoliophyta","polium s.l.","1950",,"Teucrium polium s.l. L.","ICBN","1999-06-21 00:00:00.0","TR","88","Mugla","L.","Lamiales","Asia","B"
"4431","unbekannt","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","noch unbestimmt !!!",,"PreservedSpecimen",,,"2700",,"noch unbestimmt !!!","ICBN","1999-07-28 00:00:00.0","TR","880","Nigde",,,"Asia","B"
"4432","Poaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Sesleria",,"PreservedSpecimen","Magnoliophyta","phleoides","2700",,"Sesleria phleoides Steven ex R.Roem. & Schultes","ICBN","1999-07-28 00:00:00.0","TR","881","Nigde","Steven ex R.Roem. & Schultes","Cyperales","Asia","B"
"4433","Poaceae","BGBM","fallax",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Poa","Subspecies","PreservedSpecimen","Magnoliophyta","alpina","2700",,"Poa alpina subsp. fallax F.Herm.","ICBN","1999-07-28 00:00:00.0","TR","882","Nigde","F.Herm.","Cyperales","Asia","B"
"4434","Plumbaginaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Acantholimon",,"PreservedSpecimen","Magnoliophyta","lycaonicum","2700",,"Acantholimon lycaonicum Boiss. & Heldr.","ICBN","1999-07-28 00:00:00.0","TR","883","Nigde","Boiss. & Heldr.","Plumbaginales","Asia","B"
"4435","Lamiaceae","BGBM","glareosa",,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Ajuga","Subspecies","PreservedSpecimen","Magnoliophyta","chamaepitys","2700",,"Ajuga chamaepitys subsp. glareosa P.H. Davis","ICBN","1999-07-28 00:00:00.0","TR","884","Nigde","P.H. Davis","Lamiales","Asia","B"
"4436","Dipsacaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2760m","Scabiosa",,"PreservedSpecimen","Magnoliophyta","ochroleuca","2760",,"Scabiosa ochroleuca L.","ICBN","1999-07-28 00:00:00.0","TR","885","Nigde","L.","Dipsacales","Asia","B"
"4437","Caryophyllaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Arenaria","Variety","PreservedSpecimen","Magnoliophyta","ledebouriana","2700",,"Arenaria ledebouriana var. ledebouriana","ICBN","1999-07-28 00:00:00.0","TR","886","Nigde",,"Caryophyllales","Asia","B"
"4438","Ranunculaceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Ranunculus","Variety","PreservedSpecimen","Magnoliophyta","demissus","2700",,"Ranunculus demissus var. major Boiss.","ICBN","1999-07-28 00:00:00.0","TR","887","Nigde","Boiss.","Ranunculales","Asia","B"
"4439","Asteraceae","BGBM",,,"Markus Döring","Plantae","d. Ulukisla, Bolkar Daglari above Meydan, cirque system around tarn Karagöl, between Tahtakaya and Egerkaya, 2700m","Taraxacum",,"PreservedSpecimen","Magnoliophyta","sintenisii","2700",,"Taraxacum sintenisii Dahlst.","ICBN","1999-07-28 00:00:00.0","TR","888","Nigde","Dahlst.","Asterales","Asia","B"
