ipt:coreid	DecimalLatitude	GeodeticDatum	CoordinateUncertaintyInMeters	DecimalLongitude
7820	37.39700	WGS84	1000	34.58400
7821	37.39700	WGS84	1000	34.58400
7822	37.39700	WGS84	1000	34.58400
7823	37.39700	WGS84	1000	34.58400
7824	37.39700	WGS84	1000	34.58400
7825	37.39700	WGS84	1000	34.58400
7826	37.39700	WGS84	1000	34.58400
7827	37.39700	WGS84	1000	34.58400
7828	37.39700	WGS84	1000	34.58400
7829	37.39700	WGS84	1000	34.58400
7830	37.39700	WGS84	1000	34.58400
7831	37.39700	WGS84	1000	34.58400
7832	37.39700	WGS84	1000	34.58400
7833	37.39700	WGS84	1000	34.58400
7834	37.39700	WGS84	1000	34.58400
7835	37.39700	WGS84	1000	34.58400
7836	37.39700	WGS84	1000	34.58400
7837	37.07000	WGS84	1000	28.80000
7838	37.07000	WGS84	1000	28.80000
7839	37.07000	WGS84	1000	28.80000
7840	37.39700	WGS84	1000	34.58400
7841	37.39700	WGS84	1000	34.58400
7842	37.39700	WGS84	1000	34.58400
7843	37.39700	WGS84	1000	34.58400
7844	37.39700	WGS84	1000	34.58400
7845	37.39700	WGS84	1000	34.58400
7846	37.39700	WGS84	1000	34.58400
7847	37.39700	WGS84	1000	34.58400
7848	37.39700	WGS84	1000	34.58400
7849	37.40400	WGS84	1000	34.55800
7850	37.40400	WGS84	1000	34.55800
7851	37.40400	WGS84	1000	34.55800
7852	37.07000	WGS84	1000	28.80000
7853	37.40400	WGS84	1000	34.55800
7854	37.40400	WGS84	1000	34.55800
7855	37.39700	WGS84	1000	34.58400
7856	37.39700	WGS84	1000	34.58400
7857	37.39700	WGS84	1000	34.58400
7858	37.39700	WGS84	1000	34.58400
7859	37.39700	WGS84	1000	34.58400
7860	37.39700	WGS84	1000	34.58400
7861	37.39700	WGS84	1000	34.58400
7862	37.39700	WGS84	1000	34.58400
7863	37.07000	WGS84	1000	28.80000
7864	37.39700	WGS84	1000	34.58400
7865	37.39700	WGS84	1000	34.58400
7866	37.39700	WGS84	1000	34.58400
7867	37.39700	WGS84	1000	34.58400
7868	37.39700	WGS84	1000	34.58400
7869	37.39700	WGS84	1000	34.58400
7870	37.39700	WGS84	1000	34.58400
7871	37.39700	WGS84	1000	34.58400
7872	37.39700	WGS84	1000	34.58400
7873	37.39700	WGS84	1000	34.58400
7874	37.07000	WGS84	1000	28.80000
7875	37.39700	WGS84	1000	34.58400
7876	37.39700	WGS84	1000	34.58400
7877	37.39700	WGS84	1000	34.58400
7878	37.39700	WGS84	1000	34.58400
7879	37.39700	WGS84	1000	34.58400
7880	37.39700	WGS84	1000	34.58400
7881	37.39700	WGS84	1000	34.58400
7882	37.39700	WGS84	1000	34.58400
7883	37.39700	WGS84	1000	34.58400
7884	37.39700	WGS84	1000	34.58400
7885	37.07000	WGS84	1000	28.80000
7886	37.07000	WGS84	1000	28.80000
7887	37.39700	WGS84	1000	34.58400
7888	37.39700	WGS84	1000	34.58400
7889	37.39700	WGS84	1000	34.58400
7890	37.39700	WGS84	1000	34.58400
7891	37.39700	WGS84	1000	34.58400
7892	37.39700	WGS84	1000	34.58400
7893	37.39700	WGS84	1000	34.58400
7894	37.39700	WGS84	1000	34.58400
7895	37.39700	WGS84	1000	34.58400
7896	37.39700	WGS84	1000	34.58400
7897	37.07000	WGS84	1000	28.80000
7898	37.42000	WGS84	1000	34.56800
7899	37.42000	WGS84	1000	34.56800
7900	37.42000	WGS84	1000	34.56800
7901	37.42000	WGS84	1000	34.56800
7902	37.42000	WGS84	1000	34.56800
7903	37.42000	WGS84	1000	34.56800
7904	37.42000	WGS84	1000	34.56800
7905	37.42000	WGS84	1000	34.56800
7906	37.42000	WGS84	1000	34.56800
7907	37.42000	WGS84	1000	34.56800
7908	37.42000	WGS84	1000	34.56800
7909	37.07000	WGS84	1000	28.80000
7910	37.42000	WGS84	1000	34.56800
7911	37.42000	WGS84	1000	34.56800
7912	37.42000	WGS84	1000	34.56800
7913	37.42000	WGS84	1000	34.56800
7914	37.42000	WGS84	1000	34.56800
7915	37.42000	WGS84	1000	34.56800
7916	37.42000	WGS84	1000	34.56800
7917	37.42000	WGS84	1000	34.56800
7918	37.42000	WGS84	1000	34.56800
7919	37.07000	WGS84	1000	28.80000
7920	37.42000	WGS84	1000	34.56800
7921	37.42000	WGS84	1000	34.56800
7922	37.42000	WGS84	1000	34.56800
7923	37.42000	WGS84	1000	34.56800
7924	37.42000	WGS84	1000	34.56800
7925	37.42000	WGS84	1000	34.56800
7926	37.42000	WGS84	1000	34.56800
7927	37.42000	WGS84	1000	34.56800
7928	37.42000	WGS84	1000	34.56800
7929	37.42000	WGS84	1000	34.56800
7930	37.07000	WGS84	1000	28.80000
7931	37.42000	WGS84	1000	34.56800
7932	37.42000	WGS84	1000	34.56800
7933	37.42000	WGS84	1000	34.56800
7934	37.42000	WGS84	1000	34.56800
7935	37.42000	WGS84	1000	34.56800
7936	37.42000	WGS84	1000	34.56800
7937	37.42000	WGS84	1000	34.56800
7938	37.42000	WGS84	1000	34.56800
7939	37.42000	WGS84	1000	34.56800
7940	37.42000	WGS84	1000	34.56800
7941	37.42000	WGS84	1000	34.56800
7942	37.07000	WGS84	1000	28.80000
7943	37.42000	WGS84	1000	34.56800
7944	37.42000	WGS84	1000	34.56800
7945	37.42000	WGS84	1000	34.56800
7946	37.42000	WGS84	1000	34.56800
7947	37.42000	WGS84	1000	34.56800
7948	37.42000	WGS84	1000	34.56800
7949	37.42000	WGS84	1000	34.56800
7950	37.42000	WGS84	1000	34.56800
7951	37.42000	WGS84	1000	34.56800
7952	37.42000	WGS84	1000	34.56800
7953	37.42000	WGS84	1000	34.56800
7954	37.42000	WGS84	1000	34.56800
7955	37.42000	WGS84	1000	34.56800
7956	37.42000	WGS84	1000	34.56800
7957	37.42000	WGS84	1000	34.56800
7958	37.42000	WGS84	1000	34.56800
7959	37.42000	WGS84	1000	34.56800
7960	37.42000	WGS84	1000	34.56800
7961	37.42000	WGS84	1000	34.56800
7962	37.42000	WGS84	1000	34.56800
7963	37.42000	WGS84	1000	34.56800
7964	37.07000	WGS84	1000	28.80000
7965	37.07000	WGS84	1000	28.80000
7966	37.07000	WGS84	1000	28.80000
7967	37.42000	WGS84	1000	34.56800
7968	37.42000	WGS84	1000	34.56800
7969	37.42000	WGS84	1000	34.56800
7970	37.42000	WGS84	1000	34.56800
7971	37.42000	WGS84	1000	34.56800
7972	37.42000	WGS84	1000	34.56800
7973	37.42000	WGS84	1000	34.56800
7974	37.42000	WGS84	1000	34.56800
7975	37.42000	WGS84	1000	34.56800
7976	37.07000	WGS84	1000	28.80000
7977	37.42000	WGS84	1000	34.56800
7978	37.42000	WGS84	1000	34.56800
7979	37.42000	WGS84	1000	34.56800
7980	37.42000	WGS84	1000	34.56800
7981	37.42000	WGS84	1000	34.56800
7982	37.42000	WGS84	1000	34.56800
7983	37.42000	WGS84	1000	34.56800
7984	37.42000	WGS84	1000	34.56800
7985	37.42000	WGS84	1000	34.56800
7986	37.42000	WGS84	1000	34.56800
7987	37.07000	WGS84	1000	28.80000
7988	37.42000	WGS84	1000	34.56800
7989	37.42000	WGS84	1000	34.56800
7990	37.42000	WGS84	1000	34.56800
7991	37.42000	WGS84	1000	34.56800
7992	37.42000	WGS84	1000	34.56800
7993	37.42000	WGS84	1000	34.56800
7994	37.42000	WGS84	1000	34.56800
7995	37.42000	WGS84	1000	34.56800
7996	37.42000	WGS84	1000	34.56800
7997	37.42000	WGS84	1000	34.56800
7998	37.07000	WGS84	1000	28.80000
7999	37.42000	WGS84	1000	34.56800
8000	37.42000	WGS84	1000	34.56800
8001	37.42000	WGS84	1000	34.56800
8002	37.42000	WGS84	1000	34.56800
8003	37.42000	WGS84	1000	34.56800
8004	37.42000	WGS84	1000	34.56800
8005	37.42000	WGS84	1000	34.56800
8006	37.42000	WGS84	1000	34.56800
8007	37.42000	WGS84	1000	34.56800
8008	37.42000	WGS84	1000	34.56800
8009	37.07000	WGS84	1000	28.80000
8010	37.42000	WGS84	1000	34.56800
8011	37.42000	WGS84	1000	34.56800
8012	37.42000	WGS84	1000	34.56800
8013	37.42000	WGS84	1000	34.56800
8014	37.42000	WGS84	1000	34.56800
8015	37.42000	WGS84	1000	34.56800
8016	37.42000	WGS84	1000	34.56800
8017	37.42000	WGS84	1000	34.56800
8018	37.42000	WGS84	1000	34.56800
8019	37.42000	WGS84	1000	34.56800
8020	37.07000	WGS84	1000	28.80000
8021	37.42000	WGS84	1000	34.56800
8022	37.42000	WGS84	1000	34.56800
8023	37.42000	WGS84	1000	34.56800
8024	37.42000	WGS84	1000	34.56800
8025	37.42000	WGS84	1000	34.56800
8026	37.42000	WGS84	1000	34.56800
8027	37.07000	WGS84	1000	28.80000
8028	37.42000	WGS84	1000	34.56800
8029	37.42000	WGS84	1000	34.56800
8030	37.42000	WGS84	1000	34.56800
8031	37.42000	WGS84	1000	34.56800
8032	37.42000	WGS84	1000	34.56800
