ipt:coreid	ipt:guid	ipt:link	ipt:modified	Family	InstitutionCode	InfraspecificEpithet	Remarks	Collector	Kingdom	Locality	Genus	InfraspecificRank	BasisOfRecord	Phylum	MinimumElevationInMeters	SpecificEpithet	Class	ScientificName	Country	EarliestDateCollected	NomenclaturalCode	CatalogNumber	AuthorYearOfScientificName	StateProvince	Order	Continent	CollectionCode
7171	6f124ba7-f8c3-46e4-a062-54ddd5c44b61	http://localhost:8080/data/1/6f124ba7-f8c3-46e4-a062-54ddd5c44b61/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM	urvillei		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m	Centaurea	Subspecies	PreservedSpecimen	Magnoliophyta	2300	urvillei		Centaurea urvillei subsp. urvillei	TR	1999-07-02 00:00:00.0	ICBN	275		Antalya	Asterales	Asia	B
7172	b60cb0be-ee0d-47a6-8635-04dfa87df916	http://localhost:8080/data/1/b60cb0be-ee0d-47a6-8635-04dfa87df916/detail.html	Thu Sep 25 01:07:08 CEST 2008	Lamiaceae	BGBM	chamaedrys		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m	Teucrium	Subspecies	PreservedSpecimen	Magnoliophyta	2300	chamaedrys		Teucrium chamaedrys subsp. chamaedrys	TR	1999-07-02 00:00:00.0	ICBN	276		Antalya	Lamiales	Asia	B
7173	5c90f641-d606-40ef-9d32-31c99e9f6408	http://localhost:8080/data/1/5c90f641-d606-40ef-9d32-31c99e9f6408/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m	Taraxacum		PreservedSpecimen	Magnoliophyta	2300	cf. serotinum		Taraxacum cf. serotinum (Waldst. & Kit.) Poir.	TR	1999-07-02 00:00:00.0	ICBN	277	(Waldst. & Kit.) Poir.	Antalya	Asterales	Asia	B
7174	1667a159-148d-4026-b931-4463ed0bc183	http://localhost:8080/data/1/1667a159-148d-4026-b931-4463ed0bc183/detail.html	Thu Sep 25 01:07:08 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m	Herniaria		PreservedSpecimen	Magnoliophyta	2300	incana		Herniaria incana Lam.	TR	1999-07-02 00:00:00.0	ICBN	278	Lam.	Antalya	Caryophyllales	Asia	B
7175	d4a0ff09-ffc4-45ef-a07c-f71d4cf746c4	http://localhost:8080/data/1/d4a0ff09-ffc4-45ef-a07c-f71d4cf746c4/detail.html	Thu Sep 25 01:07:08 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2300m	Galium		PreservedSpecimen	Magnoliophyta	2300	cilicicum		Galium cilicicum Boiss.	TR	1999-07-02 00:00:00.0	ICBN	279	Boiss.	Antalya	Rubiales	Asia	B
7176	8b1c3d9f-a08e-4085-ab6e-707ff741cc58	http://localhost:8080/data/1/8b1c3d9f-a08e-4085-ab6e-707ff741cc58/detail.html	Thu Sep 25 01:07:08 CEST 2008	Brassicaceae	BGBM	compactum		Markus Döring	Plantae	Sandras Dagi above Agla, Çiçekbaba Tepesi, 2000m	Aethionema	Subspecies	PreservedSpecimen	Magnoliophyta	2000	speciosum		Aethionema speciosum subsp. compactum Hartvig & Strid	TR	1999-06-19 00:00:00.0	ICBN	28	Hartvig & Strid	Mugla	Capparales	Asia	B
7177	b36ef1a7-462f-4919-8213-414038613e8c	http://localhost:8080/data/1/b36ef1a7-462f-4919-8213-414038613e8c/detail.html	Thu Sep 25 01:07:08 CEST 2008	Scrophulariaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 2100m	Scrophularia		PreservedSpecimen	Magnoliophyta	2100	candelabrum		Scrophularia candelabrum Heywood	TR	1999-07-02 00:00:00.0	ICBN	280	Heywood	Antalya	Scrophulariales	Asia	B
7178	1814d0e7-bfba-49c4-98dd-0ad53d5c3de1	http://localhost:8080/data/1/1814d0e7-bfba-49c4-98dd-0ad53d5c3de1/detail.html	Thu Sep 25 01:07:08 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 2100m	Astragalus		PreservedSpecimen	Magnoliophyta	2100	pinetorum		Astragalus pinetorum Boiss.	TR	1999-07-02 00:00:00.0	ICBN	282	Boiss.	Antalya	Fabales	Asia	B
7179	55fae9fa-8ac9-4935-9a06-1b31582ababb	http://localhost:8080/data/1/55fae9fa-8ac9-4935-9a06-1b31582ababb/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 2100m	Scorzonera	Variety	PreservedSpecimen	Magnoliophyta	2100	cana		Scorzonera cana var. radicosa (Boiss.) D.F.Chamb.	TR	1999-07-02 00:00:00.0	ICBN	283	(Boiss.) D.F.Chamb.	Antalya	Asterales	Asia	B
7180	fc256b5e-143a-470b-b7ec-a502f4394985	http://localhost:8080/data/1/fc256b5e-143a-470b-b7ec-a502f4394985/detail.html	Thu Sep 25 01:07:08 CEST 2008	Apiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m	Eryngium		PreservedSpecimen	Magnoliophyta	2350	spec.		Eryngium spec.	TR	1999-07-02 00:00:00.0	ICBN	285		Antalya	Apiales	Asia	B
7181	6a77a69f-f05e-4984-a538-eadb125de9f8	http://localhost:8080/data/1/6a77a69f-f05e-4984-a538-eadb125de9f8/detail.html	Thu Sep 25 01:07:08 CEST 2008	Ranunculaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m	Ranunculus	Variety	PreservedSpecimen	Magnoliophyta	2300	demissus		Ranunculus demissus var. major Boiss.	TR	1999-07-04 00:00:00.0	ICBN	286	Boiss.	Antalya	Ranunculales	Asia	B
7182	abd53ff6-1c25-4e68-9798-8cfb78539cd8	http://localhost:8080/data/1/abd53ff6-1c25-4e68-9798-8cfb78539cd8/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m	Centaurea	Variety	PreservedSpecimen	Magnoliophyta	2300	reuterana		Centaurea reuterana var. reuterana	TR	1999-07-04 00:00:00.0	ICBN	287		Antalya	Asterales	Asia	B
7183	0f38380f-110c-453d-aa81-ac533b8ddeed	http://localhost:8080/data/1/0f38380f-110c-453d-aa81-ac533b8ddeed/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m	Centaurea	Variety	PreservedSpecimen	Magnoliophyta	2050	reuterana		Centaurea reuterana var. reuterana	TR	1999-07-08 00:00:00.0	ICBN	287x24		Antalya	Asterales	Asia	B
7184	958145a5-ce4b-4dff-892e-cf30fe5ec5f1	http://localhost:8080/data/1/958145a5-ce4b-4dff-892e-cf30fe5ec5f1/detail.html	Thu Sep 25 01:07:08 CEST 2008	Boraginaceae	BGBM	alpestris		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m	Myosotis	Subspecies	PreservedSpecimen	Magnoliophyta	2300	alpestris		Myosotis alpestris subsp. alpestris	TR	1999-07-04 00:00:00.0	ICBN	288		Antalya	Lamiales	Asia	B
7185	616a6001-eac8-4d2f-8e65-fd22f3779ec7	http://localhost:8080/data/1/616a6001-eac8-4d2f-8e65-fd22f3779ec7/detail.html	Thu Sep 25 01:07:08 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m	Vavilovia		PreservedSpecimen	Magnoliophyta	2300	formosa		Vavilovia formosa (Stev.) Fed.	TR	1999-07-04 00:00:00.0	ICBN	289	(Stev.) Fed.	Antalya	Fabales	Asia	B
7186	ffd3f42c-def0-4d95-99e5-50d9d828a207	http://localhost:8080/data/1/ffd3f42c-def0-4d95-99e5-50d9d828a207/detail.html	Thu Sep 25 01:07:08 CEST 2008	Rubiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, W slope below Aktepe summit, 2350m	Galium		PreservedSpecimen	Magnoliophyta	2350	cf. incanum		Galium cf. incanum Sm.	TR	1999-07-04 00:00:00.0	ICBN	291	Sm.	Antalya	Rubiales	Asia	B
7187	7f2f9fb3-7482-4715-9433-47de64ffdd64	http://localhost:8080/data/1/7f2f9fb3-7482-4715-9433-47de64ffdd64/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM	anatolica		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2300m	Anthemis	Subspecies	PreservedSpecimen	Magnoliophyta	2300	cretica		Anthemis cretica subsp. anatolica (Boiss.) Grierson	TR	1999-07-04 00:00:00.0	ICBN	292	(Boiss.) Grierson	Antalya	Asterales	Asia	B
7188	11cf276f-694b-45f2-bb91-6a654c8d24f8	http://localhost:8080/data/1/11cf276f-694b-45f2-bb91-6a654c8d24f8/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM	anatolica		Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, W side (ascent from Yukari Beycik), summit region above timberline, 2050m	Anthemis	Subspecies	PreservedSpecimen	Magnoliophyta	2050	cretica		Anthemis cretica subsp. anatolica (Boiss.) Grierson	TR	1999-07-08 00:00:00.0	ICBN	292x24	(Boiss.) Grierson	Antalya	Asterales	Asia	B
7189	4862f2b2-bb79-4985-9980-8c37c3646da7	http://localhost:8080/data/1/4862f2b2-bb79-4985-9980-8c37c3646da7/detail.html	Thu Sep 25 01:07:08 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 2200m	Bromus		PreservedSpecimen	Magnoliophyta	2200	sect. Pnigma		Bromus sect. Pnigma Dumont	TR	1999-07-04 00:00:00.0	ICBN	293	Dumont	Antalya	Cyperales	Asia	B
7190	9784b397-e60e-4765-8fca-ee7840589162	http://localhost:8080/data/1/9784b397-e60e-4765-8fca-ee7840589162/detail.html	Thu Sep 25 01:07:08 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 2200m	Elytrigia		PreservedSpecimen	Magnoliophyta	2200	tauri		Elytrigia tauri (Boiss. & Balansa) Tzvelev.	TR	1999-07-04 00:00:00.0	ICBN	294	(Boiss. & Balansa) Tzvelev.	Antalya	Cyperales	Asia	B
7191	3424945a-dcff-4699-8486-41cc2d3c4212	http://localhost:8080/data/1/3424945a-dcff-4699-8486-41cc2d3c4212/detail.html	Thu Sep 25 01:07:08 CEST 2008	Rubiaceae	BGBM	monticola		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m	Asperula	Subspecies	PreservedSpecimen	Magnoliophyta	2250	stricta		Asperula stricta subsp. monticola Ehrend.	TR	1999-07-04 00:00:00.0	ICBN	296	Ehrend.	Antalya	Rubiales	Asia	B
7192	f2227817-da56-43e9-9c45-a883901237ab	http://localhost:8080/data/1/f2227817-da56-43e9-9c45-a883901237ab/detail.html	Thu Sep 25 01:07:08 CEST 2008	Brassicaceae	BGBM	heterocoma		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m	Draba	Variety	PreservedSpecimen	Magnoliophyta	2250	bruniifolia		Draba bruniifolia var. nana (Stapf) Schulz	TR	1999-07-04 00:00:00.0	ICBN	298	(Stapf) Schulz	Antalya	Capparales	Asia	B
7193	ee518dc8-1fd5-4181-ae86-92b8cfaf01b8	http://localhost:8080/data/1/ee518dc8-1fd5-4181-ae86-92b8cfaf01b8/detail.html	Thu Sep 25 01:07:08 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2250m	Muscari		PreservedSpecimen	Magnoliophyta	2250	cf. neglectum / armeniacum / bourgaei		Muscari cf. neglectum / armeniacum / bourgaei	TR	1999-07-04 00:00:00.0	ICBN	299		Antalya	Liliales	Asia	B
7194	edeeb6cd-8d34-4976-b8e7-1b6751279057	http://localhost:8080/data/1/edeeb6cd-8d34-4976-b8e7-1b6751279057/detail.html	Thu Sep 25 01:07:08 CEST 2008	Poaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Festuca		PreservedSpecimen	Magnoliophyta	2200	elwendiana		Festuca elwendiana Markgr.-Dann.	TR	1999-07-04 00:00:00.0	ICBN	300	Markgr.-Dann.	Antalya	Cyperales	Asia	B
7195	a85ed61c-c8b9-428c-809c-a68158ac31ae	http://localhost:8080/data/1/a85ed61c-c8b9-428c-809c-a68158ac31ae/detail.html	Thu Sep 25 01:07:08 CEST 2008	Liliaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Muscari		PreservedSpecimen	Magnoliophyta	2200	cf. neglectum / armeniacum / bourgaei		Muscari cf. neglectum / armeniacum / bourgaei	TR	1999-07-04 00:00:00.0	ICBN	301		Antalya	Liliales	Asia	B
7196	4607b2f3-132e-4ced-9de8-54f706193705	http://localhost:8080/data/1/4607b2f3-132e-4ced-9de8-54f706193705/detail.html	Thu Sep 25 01:07:08 CEST 2008	Papaveraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Papaver		PreservedSpecimen	Magnoliophyta	2200	polychaetum		Papaver polychaetum Schott & Kotschy	TR	1999-07-04 00:00:00.0	ICBN	302	Schott & Kotschy	Antalya	Papaverales	Asia	B
7197	241015df-a30c-4a26-bfa4-c808e3ea0d42	http://localhost:8080/data/1/241015df-a30c-4a26-bfa4-c808e3ea0d42/detail.html	Thu Sep 25 01:07:08 CEST 2008	Papaveraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Papaver		PreservedSpecimen	Magnoliophyta	2200	polychaetum		Papaver polychaetum Schott & Kotschy	TR	1999-07-04 00:00:00.0	ICBN	303	Schott & Kotschy	Antalya	Papaverales	Asia	B
7198	1c2c64ea-ea8d-480e-b634-b2989fb119dd	http://localhost:8080/data/1/1c2c64ea-ea8d-480e-b634-b2989fb119dd/detail.html	Thu Sep 25 01:07:08 CEST 2008	Apiaceae	BGBM	lithophila		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Pimpinella	Subspecies	PreservedSpecimen	Magnoliophyta	2200	tragium		Pimpinella tragium subsp. lithophila (I. Schischk.) Tutin	TR	1999-07-04 00:00:00.0	ICBN	304	(I. Schischk.) Tutin	Antalya	Apiales	Asia	B
7199	33669e33-f034-4650-99b5-b73b7f3be2c0	http://localhost:8080/data/1/33669e33-f034-4650-99b5-b73b7f3be2c0/detail.html	Thu Sep 25 01:07:08 CEST 2008	Lamiaceae	BGBM	globosum		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Marrubium	Subspecies	PreservedSpecimen	Magnoliophyta	~ 1800	globosum		Marrubium globosum subsp. globosum	TR	1999-07-04 00:00:00.0	ICBN	305		Antalya	Lamiales	Asia	B
7200	9adc9310-b06c-4cc0-a6eb-1238e459d178	http://localhost:8080/data/1/9adc9310-b06c-4cc0-a6eb-1238e459d178/detail.html	Thu Sep 25 01:07:08 CEST 2008	Rubiaceae	BGBM	centrale		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, western scree slope far beneath the summit, 2200m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	2200	incanum		Galium incanum subsp. centrale Ehrend.	TR	1999-07-04 00:00:00.0	ICBN	306	Ehrend.	Antalya	Rubiales	Asia	B
7201	6e8e9f98-29f6-411b-9859-f67746950f6a	http://localhost:8080/data/1/6e8e9f98-29f6-411b-9859-f67746950f6a/detail.html	Thu Sep 25 01:07:08 CEST 2008	Plumbaginaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, 26003000m	Acantholimon		PreservedSpecimen	Magnoliophyta	2600-3000	lycaonicum		Acantholimon lycaonicum Boiss. & Heldr.	TR	1999-07-04 00:00:00.0	ICBN	307	Boiss. & Heldr.	Antalya	Plumbaginales	Asia	B
7202	d5fcfbbd-5038-471c-be69-292f664c3c04	http://localhost:8080/data/1/d5fcfbbd-5038-471c-be69-292f664c3c04/detail.html	Thu Sep 25 01:07:08 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Onopordum		PreservedSpecimen	Magnoliophyta	~ 1800	sibthorpianum		Onopordum sibthorpianum Boiss. & Heldr.	TR	1999-07-04 00:00:00.0	ICBN	308	Boiss. & Heldr.	Antalya	Asterales	Asia	B
7203	5eae2ead-9961-40e3-abe8-2f1d7a889d36	http://localhost:8080/data/1/5eae2ead-9961-40e3-abe8-2f1d7a889d36/detail.html	Thu Sep 25 01:07:09 CEST 2008	Fabaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Vavilovia		PreservedSpecimen	Magnoliophyta	~ 1800	formosa		Vavilovia formosa (Stev.) Fed.	TR	1999-07-04 00:00:00.0	ICBN	309	(Stev.) Fed.	Antalya	Fabales	Asia	B
7204	72699568-b6b0-4f99-9493-0debf068f3a0	http://localhost:8080/data/1/72699568-b6b0-4f99-9493-0debf068f3a0/detail.html	Thu Sep 25 01:07:09 CEST 2008	unbekannt	BGBM			Markus Döring	Plantae	Sandras Dagi above Agla, plateau below Çiçekbaba Tepesi, 1900m	noch unbestimmt !!!		PreservedSpecimen		1900			noch unbestimmt !!!	TR	1999-06-19 00:00:00.0	ICBN	31		Mugla		Asia	B
7205	57fb3987-d4c8-45e3-9a1b-7d077e4a36f5	http://localhost:8080/data/1/57fb3987-d4c8-45e3-9a1b-7d077e4a36f5/detail.html	Thu Sep 25 01:07:09 CEST 2008	Papaveraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Fumaria		PreservedSpecimen	Magnoliophyta	~ 1800	parviflora		Fumaria parviflora Lam.	TR	1999-07-04 00:00:00.0	ICBN	310	Lam.	Antalya	Papaverales	Asia	B
7206	5df0298d-080f-40fc-a930-fa6c1cd1c019	http://localhost:8080/data/1/5df0298d-080f-40fc-a930-fa6c1cd1c019/detail.html	Thu Sep 25 01:07:09 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Satureja		PreservedSpecimen	Magnoliophyta	~ 1800	graveolens		Satureja graveolens (M.Bieb.) Caruel	TR	1999-07-04 00:00:00.0	ICBN	311	(M.Bieb.) Caruel	Antalya	Lamiales	Asia	B
7207	6a546e09-0f4b-4934-a058-91167640dd11	http://localhost:8080/data/1/6a546e09-0f4b-4934-a058-91167640dd11/detail.html	Thu Sep 25 01:07:09 CEST 2008	Rubiaceae	BGBM	verum		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Galium	Subspecies	PreservedSpecimen	Magnoliophyta	~ 1800	verum		Galium verum subsp. verum	TR	1999-07-04 00:00:00.0	ICBN	312		Antalya	Rubiales	Asia	B
7208	3113db7d-9517-4ef0-9f14-06b0fcc7cf5f	http://localhost:8080/data/1/3113db7d-9517-4ef0-9f14-06b0fcc7cf5f/detail.html	Thu Sep 25 01:07:09 CEST 2008	Geraniaceae	BGBM	tuberosum		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Geranium	Subspecies	PreservedSpecimen	Magnoliophyta	~ 1800	tuberosum		Geranium tuberosum subsp. tuberosum	TR	1999-07-04 00:00:00.0	ICBN	313		Antalya	Geraniales	Asia	B
7209	0074f6e1-712f-4e55-af06-65bef040f2be	http://localhost:8080/data/1/0074f6e1-712f-4e55-af06-65bef040f2be/detail.html	Thu Sep 25 01:07:09 CEST 2008	Crassulaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Sedum		PreservedSpecimen	Magnoliophyta	~ 1800	album		Sedum album L.	TR	1999-07-04 00:00:00.0	ICBN	314	L.	Antalya	Rosales	Asia	B
7210	d6aa3208-0b4b-426e-a28e-cfdc79a4a47b	http://localhost:8080/data/1/d6aa3208-0b4b-426e-a28e-cfdc79a4a47b/detail.html	Thu Sep 25 01:07:09 CEST 2008	Chenopodiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Chenopodiaceae		PreservedSpecimen	Magnoliophyta	~ 1800	spec.		Chenopodiaceae spec.	TR	1999-07-04 00:00:00.0	ICBN	315		Antalya	Caryophyllales	Asia	B
7211	8f113910-1d66-4c32-aae5-d71f2123f388	http://localhost:8080/data/1/8f113910-1d66-4c32-aae5-d71f2123f388/detail.html	Thu Sep 25 01:07:09 CEST 2008	Malvaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Malva		PreservedSpecimen	Magnoliophyta	~ 1800	neglecta		Malva neglecta Wallr.	TR	1999-07-04 00:00:00.0	ICBN	316a	Wallr.	Antalya	Malvales	Asia	B
7212	48434374-bbe4-4d3e-938f-60ef5de490be	http://localhost:8080/data/1/48434374-bbe4-4d3e-938f-60ef5de490be/detail.html	Thu Sep 25 01:07:09 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Nepeta		PreservedSpecimen	Magnoliophyta	~ 1800	spec.		Nepeta spec.	TR	1999-07-04 00:00:00.0	ICBN	316b		Antalya	Lamiales	Asia	B
7213	c2083034-1a4b-4d81-a4ac-dc98f7e677c6	http://localhost:8080/data/1/c2083034-1a4b-4d81-a4ac-dc98f7e677c6/detail.html	Thu Sep 25 01:07:09 CEST 2008	Lamiaceae	BGBM	reniforme		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Lamium	Subspecies	PreservedSpecimen	Magnoliophyta	~ 1800	garganicum		Lamium garganicum subsp. reniforme (Benth.) R.B.Mill	TR	1999-07-04 00:00:00.0	ICBN	317	(Benth.) R.B.Mill	Antalya	Lamiales	Asia	B
7214	0b3516ad-04d2-44f3-a219-c34078e957b3	http://localhost:8080/data/1/0b3516ad-04d2-44f3-a219-c34078e957b3/detail.html	Thu Sep 25 01:07:09 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Silene	Variety	PreservedSpecimen	Magnoliophyta	~ 1800	armena		Silene armena var. armena	TR	1999-07-04 00:00:00.0	ICBN	318		Antalya	Caryophyllales	Asia	B
7215	13ee7e66-f8bb-4f99-a818-3a1b5cfa609f	http://localhost:8080/data/1/13ee7e66-f8bb-4f99-a818-3a1b5cfa609f/detail.html	Thu Sep 25 01:07:09 CEST 2008	Asteraceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Crepis		PreservedSpecimen	Magnoliophyta	~ 1800	sancta		Crepis sancta (L.) Babcock	TR	1999-07-04 00:00:00.0	ICBN	319	(L.) Babcock	Antalya	Asterales	Asia	B
7216	95ee9474-a439-4017-824b-e527b95d0b62	http://localhost:8080/data/1/95ee9474-a439-4017-824b-e527b95d0b62/detail.html	Thu Sep 25 01:07:09 CEST 2008	Violaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Viola		PreservedSpecimen	Magnoliophyta	~ 1800	modesta		Viola modesta Fenzl	TR	1999-07-04 00:00:00.0	ICBN	320	Fenzl	Antalya	Violales	Asia	B
7217	33da37c5-c2f3-4118-b715-fe3f8c39aa8e	http://localhost:8080/data/1/33da37c5-c2f3-4118-b715-fe3f8c39aa8e/detail.html	Thu Sep 25 01:07:09 CEST 2008	Caryophyllaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Arenaria		PreservedSpecimen	Magnoliophyta	~ 1800	serpyllifolia		Arenaria serpyllifolia L.	TR	1999-07-04 00:00:00.0	ICBN	321	L.	Antalya	Caryophyllales	Asia	B
7218	00a7fc45-2aac-4c62-bf1e-c673842cee58	http://localhost:8080/data/1/00a7fc45-2aac-4c62-bf1e-c673842cee58/detail.html	Thu Sep 25 01:07:09 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Thlaspi		PreservedSpecimen	Magnoliophyta	~ 1800	perfoliatum		Thlaspi perfoliatum L.	TR	1999-07-04 00:00:00.0	ICBN	322	L.	Antalya	Capparales	Asia	B
7219	12da2e24-bae6-4853-adf4-273df477e344	http://localhost:8080/data/1/12da2e24-bae6-4853-adf4-273df477e344/detail.html	Thu Sep 25 01:07:09 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Alyssum		PreservedSpecimen	Magnoliophyta	~ 1800	alyssoides		Alyssum alyssoides (L.) L.	TR	1999-07-04 00:00:00.0	ICBN	323	(L.) L.	Antalya	Capparales	Asia	B
7220	529e7e0d-25e3-4dc7-8f9a-a72daa7db59c	http://localhost:8080/data/1/529e7e0d-25e3-4dc7-8f9a-a72daa7db59c/detail.html	Thu Sep 25 01:07:09 CEST 2008	Brassicaceae	BGBM			Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Capsella		PreservedSpecimen	Magnoliophyta	~ 1800	bursa-pastoris		Capsella bursa-pastoris (L.) L.W.Medicus	TR	1999-07-04 00:00:00.0	ICBN	324	(L.) L.W.Medicus	Antalya	Capparales	Asia	B
7221	815e50e9-d392-4fa8-966f-1c224e200dbc	http://localhost:8080/data/1/815e50e9-d392-4fa8-966f-1c224e200dbc/detail.html	Thu Sep 25 01:07:09 CEST 2008	Chenopodiaceae	BGBM	mucronata		Markus Döring	Plantae	Beydaglari, Kizlar sivrisi, Yayla Ekizce, 1800m	Noaea	Subspecies	PreservedSpecimen	Magnoliophyta	~ 1800	mucronata		Noaea mucronata subsp. mucronata	TR	1999-07-04 00:00:00.0	ICBN	325		Antalya	Caryophyllales	Asia	B
7222	e1ca8cea-59d6-4059-bf0c-832e5e33f29f	http://localhost:8080/data/1/e1ca8cea-59d6-4059-bf0c-832e5e33f29f/detail.html	Thu Sep 25 01:07:09 CEST 2008	Corylaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, 1600m	Ostrya		PreservedSpecimen	Magnoliophyta	1600	carpinifolia		Ostrya carpinifolia Scop.	TR	1999-07-08 00:00:00.0	ICBN	326	Scop.	Antalya	Fagales	Asia	B
7223	4e564400-b6b9-42fc-8f2d-234d995b365f	http://localhost:8080/data/1/4e564400-b6b9-42fc-8f2d-234d995b365f/detail.html	Thu Sep 25 01:07:09 CEST 2008	Lamiaceae	BGBM			Markus Döring	Plantae	d. Kemer, Beydaglari, Tahtali Dagi, 1700m	Stachys		PreservedSpecimen	Magnoliophyta	1700	cretica s.l.		Stachys cretica s.l. L.	TR	1999-07-08 00:00:00.0	ICBN	327	L.	Antalya	Lamiales	Asia	B
